タイムスタンプ,ユーザー名,操作種別,テーブル名,影響行数,実行時間(ms),接続元IP,セッションID
2025-08-02 03:13:20,analyst_user,SELECT,orders,391,4734,192.168.2.201,SID13236
2025-08-02 03:14:35,report_user,SELECT,accounts,530,3648,192.168.7.161,SID19175
2025-08-02 03:49:04,app_user,SELECT,orders,481,4717,192.168.2.206,SID13248
2025-08-02 05:05:07,analyst_user,SELECT,employees,758,4957,192.168.5.46,SID64072
2025-08-02 05:21:28,app_user,SELECT,orders,784,4450,192.168.9.116,SID10780
2025-08-02 06:08:43,report_user,SELECT,inventory,19,3400,192.168.1.98,SID71236
2025-08-02 06:54:40,admin_user,SELECT,employees,252,223,192.168.10.41,SID29688
2025-08-02 07:42:29,report_user,DELETE,employees,6,937,192.168.10.94,SID97610
2025-08-02 08:52:05,batch_user,SELECT,inventory,829,325,192.168.4.110,SID89078
2025-08-02 09:11:57,admin_user,SELECT,payments,594,597,192.168.10.55,SID27482
2025-08-02 09:57:56,analyst_user,SELECT,accounts,788,666,192.168.4.39,SID38682
2025-08-02 10:21:30,report_user,SELECT,customer_master,625,987,192.168.7.146,SID97603
2025-08-02 10:23:47,app_user,INSERT,product_master,62,3130,192.168.1.10,SID30649
2025-08-02 11:28:39,report_user,UPDATE,departments,46,4862,192.168.2.176,SID14189
2025-08-02 11:49:04,admin_user,SELECT,orders,284,2124,192.168.4.175,SID66237
2025-08-02 13:44:20,analyst_user,SELECT,accounts,307,277,192.168.1.46,SID19758
2025-08-02 14:33:05,batch_user,SELECT,orders,421,404,192.168.10.157,SID10455
2025-08-02 15:39:01,analyst_user,SELECT,employees,943,1811,192.168.2.184,SID19383
2025-08-02 15:54:26,analyst_user,SELECT,accounts,459,213,192.168.9.84,SID45447
2025-08-02 15:58:41,report_user,SELECT,orders,753,4016,192.168.7.230,SID59727
2025-08-02 17:03:49,batch_user,SELECT,customer_master,320,4139,192.168.4.107,SID83001
2025-08-02 17:18:56,batch_user,SELECT,departments,869,4298,192.168.3.178,SID77581
2025-08-02 18:07:46,report_user,SELECT,customer_master,445,1082,192.168.7.238,SID32786
2025-08-02 19:34:37,report_user,SELECT,sales_transactions,666,1956,192.168.3.143,SID83504
2025-08-02 20:21:54,report_user,SELECT,payments,347,1665,192.168.10.23,SID46855
2025-08-02 21:25:01,analyst_user,SELECT,employees,378,4111,192.168.10.46,SID28609
2025-08-02 23:57:03,admin_user,SELECT,inventory,148,2114,192.168.10.76,SID54318
2025-08-03 01:48:51,batch_user,SELECT,order_details,466,3868,192.168.2.113,SID29202
2025-08-03 04:17:34,report_user,SELECT,departments,659,4292,192.168.2.34,SID31659
2025-08-03 07:03:51,analyst_user,SELECT,product_master,304,808,192.168.6.142,SID97647
2025-08-03 08:26:40,report_user,SELECT,departments,617,2458,192.168.8.23,SID35299
2025-08-03 09:16:34,report_user,SELECT,inventory,208,718,192.168.3.226,SID78751
2025-08-03 11:22:02,analyst_user,SELECT,accounts,136,4588,192.168.6.129,SID51663
2025-08-03 12:17:47,analyst_user,SELECT,inventory,866,4573,192.168.4.179,SID73394
2025-08-03 14:31:24,analyst_user,INSERT,departments,65,837,192.168.6.47,SID94598
2025-08-03 16:32:36,batch_user,INSERT,orders,11,979,192.168.9.155,SID33876
2025-08-03 18:09:08,app_user,SELECT,customer_master,276,354,192.168.8.48,SID10259
2025-08-04 01:01:50,batch_user,SELECT,customer_master,886,4438,192.168.3.75,SID62781
2025-08-04 02:19:08,batch_user,SELECT,inventory,215,4663,192.168.7.30,SID13177
2025-08-04 03:53:19,batch_user,SELECT,inventory,993,2799,192.168.10.200,SID31220
2025-08-04 04:52:07,batch_user,SELECT,departments,418,1613,192.168.1.231,SID99660
2025-08-04 06:31:15,admin_user,SELECT,orders,165,3103,192.168.9.156,SID94428
2025-08-04 06:53:25,admin_user,INSERT,employees,28,949,192.168.2.252,SID22503
2025-08-04 08:45:08,app_user,SELECT,accounts,538,2546,192.168.6.86,SID34931
2025-08-04 08:46:54,app_user,INSERT,accounts,22,4139,192.168.4.101,SID94874
2025-08-04 08:56:27,batch_user,SELECT,customer_master,453,1479,192.168.9.86,SID19455
2025-08-04 09:26:40,app_user,INSERT,sales_transactions,30,1430,192.168.5.131,SID52674
2025-08-04 09:29:07,admin_user,SELECT,departments,285,4045,192.168.2.187,SID41641
2025-08-04 10:07:22,report_user,SELECT,employees,227,3288,192.168.6.157,SID79365
2025-08-04 12:33:09,analyst_user,SELECT,order_details,493,3562,192.168.5.107,SID53879
2025-08-04 12:36:22,report_user,INSERT,departments,77,2486,192.168.7.183,SID63075
2025-08-04 13:02:26,analyst_user,INSERT,employees,71,4796,192.168.4.99,SID49476
2025-08-04 13:07:11,analyst_user,INSERT,payments,11,1817,192.168.9.110,SID71082
2025-08-04 15:11:30,report_user,SELECT,product_master,471,3293,192.168.2.7,SID84409
2025-08-04 15:29:54,batch_user,SELECT,sales_transactions,13,2499,192.168.1.232,SID12166
2025-08-04 16:32:27,batch_user,SELECT,departments,446,438,192.168.9.65,SID91385
2025-08-04 16:54:46,analyst_user,SELECT,departments,686,2362,192.168.10.163,SID19572
2025-08-04 17:37:25,app_user,INSERT,employees,68,3667,192.168.1.14,SID89386
2025-08-04 18:48:21,admin_user,SELECT,departments,878,1134,192.168.7.187,SID44980
2025-08-04 19:32:48,report_user,INSERT,accounts,23,1779,192.168.5.232,SID36022
2025-08-04 21:06:28,batch_user,DELETE,orders,10,1443,192.168.9.69,SID30437
2025-08-04 22:51:09,analyst_user,SELECT,orders,849,1716,192.168.10.152,SID29812
2025-08-04 23:50:55,batch_user,SELECT,employees,847,2189,192.168.10.217,SID62859
2025-08-05 00:00:03,app_user,SELECT,payments,21,2826,192.168.1.11,SID65071
2025-08-05 00:47:03,admin_user,SELECT,customer_master,60,3978,192.168.2.111,SID49798
2025-08-05 01:06:52,admin_user,SELECT,accounts,25,2850,192.168.8.52,SID97479
2025-08-05 01:45:12,report_user,UPDATE,payments,50,2158,192.168.7.114,SID42153
2025-08-05 02:26:01,batch_user,SELECT,departments,829,2329,192.168.4.67,SID25659
2025-08-05 03:02:34,analyst_user,INSERT,inventory,7,253,192.168.5.22,SID63183
2025-08-05 03:32:27,app_user,SELECT,sales_transactions,787,4881,192.168.10.195,SID69167
2025-08-05 04:47:40,admin_user,SELECT,order_details,969,3760,192.168.3.81,SID81541
2025-08-05 05:51:45,batch_user,SELECT,customer_master,66,4419,192.168.5.187,SID51561
2025-08-05 06:55:34,batch_user,SELECT,customer_master,823,1961,192.168.1.139,SID79087
2025-08-05 07:23:50,admin_user,DELETE,payments,10,1389,192.168.6.177,SID16346
2025-08-05 08:06:26,app_user,SELECT,inventory,294,2959,192.168.2.107,SID57322
2025-08-05 08:41:04,admin_user,SELECT,sales_transactions,124,1324,192.168.5.171,SID45505
2025-08-05 09:32:44,report_user,SELECT,inventory,895,4924,192.168.10.54,SID98686
2025-08-05 09:34:50,app_user,DELETE,product_master,2,460,192.168.3.202,SID60848
2025-08-05 09:54:01,admin_user,SELECT,departments,327,1587,192.168.3.209,SID36158
2025-08-05 12:29:19,batch_user,SELECT,order_details,667,1732,192.168.2.145,SID49337
2025-08-05 13:00:41,admin_user,SELECT,inventory,246,1878,192.168.1.137,SID30427
2025-08-05 13:43:31,analyst_user,SELECT,employees,503,219,192.168.5.99,SID57708
2025-08-05 13:45:31,report_user,SELECT,departments,78,386,192.168.1.195,SID49021
2025-08-05 13:51:46,app_user,DELETE,accounts,2,1364,192.168.7.251,SID25226
2025-08-05 14:54:36,report_user,INSERT,order_details,38,2110,192.168.2.6,SID76582
2025-08-05 15:06:24,app_user,SELECT,payments,249,3783,192.168.7.225,SID78213
2025-08-05 15:11:28,app_user,INSERT,sales_transactions,12,2816,192.168.8.44,SID93274
2025-08-05 15:43:17,app_user,DELETE,payments,7,3642,192.168.7.168,SID88157
2025-08-05 16:47:36,report_user,SELECT,employees,751,1557,192.168.4.80,SID67098
2025-08-05 17:32:56,batch_user,SELECT,customer_master,846,83,192.168.9.174,SID81451
2025-08-05 18:14:58,app_user,INSERT,orders,75,2304,192.168.4.86,SID57847
2025-08-05 18:21:36,batch_user,SELECT,customer_master,701,104,192.168.7.115,SID67841
2025-08-05 19:35:51,report_user,SELECT,payments,43,542,192.168.4.51,SID56895
2025-08-05 20:47:45,report_user,SELECT,accounts,757,2536,192.168.7.16,SID11902
2025-08-05 22:44:49,app_user,UPDATE,payments,4,245,192.168.6.5,SID91451
2025-08-06 02:14:17,batch_user,SELECT,departments,635,2860,192.168.10.177,SID84301
2025-08-06 03:11:29,batch_user,SELECT,sales_transactions,150,654,192.168.7.29,SID73547
2025-08-06 03:25:52,app_user,UPDATE,orders,13,4993,192.168.5.50,SID87131
2025-08-06 03:49:22,analyst_user,SELECT,product_master,124,4589,192.168.3.33,SID22074
2025-08-06 03:56:17,admin_user,SELECT,product_master,790,3602,192.168.8.178,SID70435
2025-08-06 04:16:44,analyst_user,SELECT,product_master,471,819,192.168.9.230,SID19959
2025-08-06 05:19:53,batch_user,SELECT,employees,73,1257,192.168.6.144,SID25394
2025-08-06 06:12:49,batch_user,DELETE,departments,4,848,192.168.5.141,SID22393
2025-08-06 08:56:15,app_user,SELECT,customer_master,490,4692,192.168.4.202,SID28277
2025-08-06 09:54:43,batch_user,SELECT,order_details,689,3585,192.168.10.130,SID43847
2025-08-06 10:06:55,report_user,SELECT,employees,633,221,192.168.8.135,SID90042
2025-08-06 10:37:45,app_user,SELECT,product_master,106,3879,192.168.1.91,SID86204
2025-08-06 10:59:53,batch_user,INSERT,sales_transactions,94,3826,192.168.7.196,SID22716
2025-08-06 14:29:32,report_user,DELETE,orders,9,2750,192.168.2.118,SID93503
2025-08-06 15:56:44,report_user,INSERT,order_details,26,687,192.168.10.65,SID90633
2025-08-06 16:42:45,admin_user,SELECT,employees,143,137,192.168.2.139,SID69811
2025-08-06 17:49:57,app_user,SELECT,orders,272,570,192.168.1.186,SID66589
2025-08-06 18:16:41,app_user,SELECT,orders,367,3130,192.168.2.102,SID29154
2025-08-06 18:48:49,analyst_user,UPDATE,departments,11,1458,192.168.6.222,SID33141
2025-08-06 19:37:27,app_user,INSERT,departments,82,3499,192.168.5.184,SID69537
2025-08-06 22:55:47,batch_user,SELECT,inventory,710,1886,192.168.9.169,SID67332
2025-08-06 23:27:03,analyst_user,SELECT,departments,871,555,192.168.1.146,SID52839
2025-08-06 23:33:05,analyst_user,SELECT,accounts,177,3381,192.168.8.73,SID23677
2025-08-07 00:23:34,admin_user,SELECT,sales_transactions,620,445,192.168.6.24,SID96727
2025-08-07 01:36:38,admin_user,SELECT,order_details,823,81,192.168.6.84,SID14880
2025-08-07 04:04:02,batch_user,INSERT,payments,14,2466,192.168.8.176,SID69680
2025-08-07 06:35:21,batch_user,UPDATE,order_details,29,4950,192.168.7.244,SID96846
2025-08-07 07:05:18,app_user,SELECT,order_details,465,3351,192.168.1.154,SID80246
2025-08-07 09:50:32,app_user,INSERT,payments,86,1925,192.168.7.106,SID99516
2025-08-07 09:59:11,app_user,INSERT,accounts,72,1964,192.168.7.164,SID98074
2025-08-07 10:37:22,admin_user,SELECT,payments,299,929,192.168.8.47,SID69004
2025-08-07 14:08:56,app_user,SELECT,inventory,421,3777,192.168.2.84,SID28348
2025-08-07 14:22:16,admin_user,SELECT,departments,436,2419,192.168.10.199,SID75735
2025-08-07 17:12:25,analyst_user,SELECT,customer_master,359,4964,192.168.5.130,SID20703
2025-08-07 18:02:51,app_user,SELECT,orders,473,313,192.168.2.196,SID69072
2025-08-07 19:46:40,report_user,UPDATE,accounts,17,364,192.168.6.123,SID62593
2025-08-07 20:36:11,analyst_user,DELETE,payments,5,419,192.168.2.10,SID44432
2025-08-07 21:39:53,app_user,SELECT,customer_master,331,617,192.168.8.36,SID37890
2025-08-07 23:30:03,batch_user,SELECT,employees,515,3323,192.168.9.63,SID48107
2025-08-08 01:35:58,app_user,SELECT,employees,302,2063,192.168.2.72,SID20366
2025-08-08 02:52:50,analyst_user,SELECT,departments,280,9,192.168.5.167,SID32186
2025-08-08 03:04:08,report_user,SELECT,departments,21,3322,192.168.1.41,SID85772
2025-08-08 05:46:55,app_user,SELECT,sales_transactions,14,899,192.168.7.171,SID47305
2025-08-08 06:17:52,report_user,SELECT,customer_master,416,4436,192.168.2.143,SID36155
2025-08-08 06:52:48,app_user,SELECT,departments,31,3133,192.168.6.108,SID98329
2025-08-08 07:43:02,analyst_user,SELECT,inventory,177,3971,192.168.5.185,SID24605
2025-08-08 07:55:22,report_user,INSERT,sales_transactions,77,2458,192.168.8.79,SID47775
2025-08-08 08:12:55,admin_user,INSERT,sales_transactions,63,785,192.168.7.205,SID77972
2025-08-08 09:34:10,batch_user,UPDATE,customer_master,14,3040,192.168.2.248,SID53455
2025-08-08 11:37:05,batch_user,INSERT,orders,88,2855,192.168.5.233,SID82820
2025-08-08 12:24:14,analyst_user,SELECT,inventory,976,238,192.168.9.164,SID36127
2025-08-08 13:21:49,admin_user,SELECT,accounts,89,3259,192.168.9.105,SID94414
2025-08-08 16:02:20,admin_user,SELECT,inventory,846,3057,192.168.5.172,SID36958
2025-08-08 18:11:58,report_user,SELECT,product_master,870,969,192.168.10.209,SID75074
2025-08-08 18:16:51,batch_user,SELECT,payments,974,521,192.168.9.185,SID37107
2025-08-08 19:26:14,app_user,SELECT,customer_master,189,2646,192.168.4.64,SID29502
2025-08-08 20:27:05,analyst_user,SELECT,order_details,715,3312,192.168.6.245,SID55144
2025-08-08 20:42:26,report_user,SELECT,payments,910,4663,192.168.9.248,SID21960
2025-08-08 23:02:37,analyst_user,SELECT,order_details,353,505,192.168.5.41,SID56927
2025-08-08 23:11:19,admin_user,SELECT,accounts,870,396,192.168.10.165,SID86628
2025-08-08 23:25:37,batch_user,SELECT,customer_master,119,4101,192.168.8.151,SID61415
2025-08-08 23:35:32,admin_user,INSERT,orders,21,3776,192.168.3.98,SID44482
2025-08-09 01:16:20,analyst_user,SELECT,employees,821,1021,192.168.2.212,SID19801
2025-08-09 01:44:26,report_user,SELECT,customer_master,945,4267,192.168.1.147,SID48941
2025-08-09 05:15:08,admin_user,SELECT,order_details,405,635,192.168.2.98,SID94661
2025-08-09 05:58:38,admin_user,SELECT,payments,458,277,192.168.2.130,SID67626
2025-08-09 06:05:35,batch_user,SELECT,orders,345,4584,192.168.2.68,SID40501
2025-08-09 07:14:33,report_user,SELECT,inventory,776,4758,192.168.10.108,SID47725
2025-08-09 07:44:38,batch_user,SELECT,accounts,365,558,192.168.10.87,SID98699
2025-08-09 09:11:55,admin_user,SELECT,departments,538,528,192.168.3.227,SID36380
2025-08-09 10:58:10,app_user,SELECT,accounts,620,164,192.168.3.219,SID94088
2025-08-09 12:07:19,admin_user,SELECT,customer_master,2,883,192.168.7.253,SID54943
2025-08-09 12:41:22,admin_user,SELECT,sales_transactions,273,3386,192.168.1.130,SID21571
2025-08-09 16:40:02,analyst_user,SELECT,sales_transactions,145,3001,192.168.9.239,SID68363
2025-08-09 18:22:50,batch_user,SELECT,order_details,912,2498,192.168.7.190,SID99409
2025-08-09 20:54:26,app_user,INSERT,order_details,85,418,192.168.10.25,SID35586
2025-08-09 22:04:35,batch_user,SELECT,inventory,276,2669,192.168.10.149,SID26009
2025-08-10 01:45:37,report_user,UPDATE,departments,49,4205,192.168.2.241,SID58354
2025-08-10 02:09:23,app_user,SELECT,customer_master,972,1244,192.168.2.239,SID91779
2025-08-10 03:08:19,batch_user,SELECT,inventory,808,3544,192.168.9.220,SID73568
2025-08-10 03:30:38,admin_user,INSERT,departments,38,3716,192.168.1.211,SID49664
2025-08-10 04:32:05,app_user,SELECT,customer_master,613,4463,192.168.8.179,SID70829
2025-08-10 04:39:55,admin_user,SELECT,accounts,660,1025,192.168.8.1,SID38975
2025-08-10 04:47:54,admin_user,INSERT,sales_transactions,29,3229,192.168.1.136,SID62423
2025-08-10 06:35:31,admin_user,SELECT,inventory,555,4843,192.168.7.254,SID13219
2025-08-10 06:48:31,batch_user,INSERT,customer_master,64,5,192.168.4.195,SID81115
2025-08-10 07:49:43,analyst_user,DELETE,product_master,8,306,192.168.1.177,SID96233
2025-08-10 08:33:23,report_user,INSERT,employees,63,3790,192.168.2.24,SID36634
2025-08-10 09:18:42,admin_user,INSERT,orders,89,1235,192.168.2.181,SID51891
2025-08-10 11:42:19,report_user,SELECT,payments,798,4249,192.168.2.104,SID27564
2025-08-10 12:39:25,app_user,UPDATE,inventory,38,2371,192.168.7.210,SID99968
2025-08-10 14:11:56,report_user,INSERT,sales_transactions,50,132,192.168.7.152,SID44170
2025-08-10 14:41:33,batch_user,SELECT,accounts,714,869,192.168.3.9,SID46067
2025-08-10 15:46:07,batch_user,SELECT,inventory,574,2139,192.168.5.248,SID49808
2025-08-10 22:11:24,admin_user,SELECT,customer_master,917,3231,192.168.3.138,SID78463
2025-08-11 00:28:57,analyst_user,SELECT,product_master,51,2827,192.168.9.149,SID61407
2025-08-11 01:25:28,admin_user,INSERT,product_master,57,141,192.168.9.192,SID49165
2025-08-11 02:50:35,batch_user,SELECT,product_master,856,4489,192.168.7.85,SID52831
2025-08-11 05:41:14,analyst_user,INSERT,payments,30,34,192.168.1.230,SID77341
2025-08-11 06:54:33,analyst_user,SELECT,sales_transactions,673,4236,192.168.9.2,SID24173
2025-08-11 07:32:40,admin_user,SELECT,customer_master,6,4543,192.168.8.197,SID59588
2025-08-11 08:00:12,admin_user,SELECT,orders,831,1009,192.168.8.6,SID39744
2025-08-11 08:12:17,admin_user,SELECT,orders,355,2114,192.168.3.148,SID67093
2025-08-11 08:32:48,analyst_user,SELECT,product_master,351,331,192.168.8.200,SID90590
2025-08-11 09:00:46,app_user,INSERT,customer_master,29,460,192.168.6.182,SID20257
2025-08-11 09:48:08,analyst_user,SELECT,sales_transactions,376,1954,192.168.3.11,SID59461
2025-08-11 11:05:48,batch_user,SELECT,product_master,487,3818,192.168.1.103,SID96951
2025-08-11 11:59:09,app_user,SELECT,sales_transactions,819,908,192.168.4.14,SID95165
2025-08-11 13:03:22,batch_user,SELECT,order_details,956,2522,192.168.2.252,SID47415
2025-08-11 14:26:58,report_user,SELECT,sales_transactions,548,1608,192.168.2.170,SID29644
2025-08-11 14:30:36,admin_user,SELECT,inventory,298,4032,192.168.6.28,SID27785
2025-08-11 14:33:08,admin_user,INSERT,accounts,48,1861,192.168.8.174,SID56912
2025-08-11 17:09:04,batch_user,SELECT,product_master,944,2060,192.168.4.116,SID27495
2025-08-11 17:13:06,admin_user,SELECT,product_master,741,3737,192.168.1.134,SID19994
2025-08-11 17:25:41,analyst_user,INSERT,payments,59,3168,192.168.10.76,SID92809
2025-08-11 18:52:07,batch_user,SELECT,orders,830,2692,192.168.10.129,SID10243
2025-08-11 18:59:24,analyst_user,INSERT,accounts,71,4400,192.168.8.144,SID70714
2025-08-11 21:22:42,report_user,SELECT,accounts,338,2442,192.168.7.37,SID59968
2025-08-11 21:24:16,analyst_user,SELECT,sales_transactions,903,2212,192.168.3.9,SID35893
2025-08-11 22:31:57,analyst_user,DELETE,sales_transactions,3,3287,192.168.10.219,SID67127
2025-08-11 23:05:41,admin_user,SELECT,inventory,329,3665,192.168.4.87,SID46876
2025-08-11 23:18:03,analyst_user,SELECT,employees,65,2,192.168.5.156,SID99220
2025-08-12 00:06:15,admin_user,SELECT,customer_master,363,2551,192.168.8.126,SID32704
2025-08-12 00:53:09,batch_user,SELECT,accounts,863,380,192.168.2.64,SID65439
2025-08-12 02:11:24,report_user,INSERT,payments,60,4386,192.168.7.195,SID48156
2025-08-12 02:14:40,batch_user,SELECT,orders,507,1575,192.168.9.188,SID51913
2025-08-12 03:13:21,analyst_user,SELECT,employees,656,480,192.168.2.79,SID52462
2025-08-12 06:07:47,app_user,SELECT,accounts,724,448,192.168.8.99,SID41492
2025-08-12 06:35:23,admin_user,UPDATE,order_details,7,3014,192.168.3.200,SID81107
2025-08-12 06:52:57,report_user,DELETE,sales_transactions,4,4201,192.168.7.71,SID49477
2025-08-12 07:21:15,admin_user,SELECT,employees,31,1341,192.168.8.46,SID56984
2025-08-12 09:05:14,app_user,UPDATE,customer_master,22,2512,192.168.4.166,SID91135
2025-08-12 09:58:22,app_user,INSERT,order_details,92,2684,192.168.10.217,SID73608
2025-08-12 10:39:34,app_user,SELECT,payments,800,2649,192.168.2.116,SID93357
2025-08-12 10:44:07,app_user,SELECT,accounts,86,3312,192.168.6.198,SID63930
2025-08-12 10:55:16,report_user,SELECT,sales_transactions,182,1674,192.168.5.93,SID60987
2025-08-12 11:24:28,admin_user,SELECT,order_details,459,3212,192.168.2.134,SID88781
2025-08-12 11:50:29,admin_user,SELECT,product_master,5,4532,192.168.5.102,SID56989
2025-08-12 12:14:59,batch_user,INSERT,departments,73,4447,192.168.10.237,SID58296
2025-08-12 13:26:13,report_user,SELECT,departments,304,2988,192.168.2.84,SID88122
2025-08-12 14:38:22,analyst_user,SELECT,inventory,238,3758,192.168.5.182,SID19277
2025-08-12 14:45:03,app_user,SELECT,product_master,933,4583,192.168.4.42,SID12250
2025-08-12 15:40:59,report_user,UPDATE,sales_transactions,6,483,192.168.2.65,SID38238
2025-08-12 16:18:57,app_user,SELECT,customer_master,11,3150,192.168.7.93,SID70993
2025-08-12 18:28:01,report_user,INSERT,employees,46,131,192.168.4.122,SID65663
2025-08-12 18:59:36,batch_user,INSERT,departments,69,1760,192.168.9.106,SID22315
2025-08-12 19:54:34,report_user,UPDATE,orders,48,3788,192.168.9.224,SID34721
2025-08-12 20:20:12,analyst_user,INSERT,sales_transactions,85,1,192.168.6.69,SID18118
2025-08-13 02:07:14,batch_user,INSERT,employees,9,3742,192.168.7.19,SID99551
2025-08-13 02:20:15,analyst_user,SELECT,accounts,640,1901,192.168.5.180,SID84640
2025-08-13 02:43:06,admin_user,SELECT,inventory,100,2143,192.168.4.231,SID51590
2025-08-13 03:00:31,admin_user,UPDATE,employees,43,4864,192.168.2.211,SID16128
2025-08-13 03:50:04,app_user,INSERT,sales_transactions,32,4843,192.168.7.170,SID28272
2025-08-13 07:58:32,batch_user,INSERT,order_details,2,3888,192.168.8.154,SID53520
2025-08-13 09:27:02,app_user,UPDATE,accounts,21,3294,192.168.5.252,SID72887
2025-08-13 10:01:21,analyst_user,SELECT,product_master,354,2227,192.168.2.75,SID11427
2025-08-13 11:23:45,report_user,SELECT,customer_master,705,2136,192.168.10.253,SID64797
2025-08-13 15:10:10,admin_user,SELECT,employees,689,1205,192.168.9.122,SID77034
2025-08-13 15:20:36,admin_user,INSERT,orders,11,4206,192.168.9.156,SID13486
2025-08-13 15:38:08,report_user,SELECT,payments,991,4054,192.168.6.184,SID34367
2025-08-13 16:25:21,report_user,SELECT,inventory,15,4027,192.168.5.25,SID10575
2025-08-13 17:18:35,app_user,SELECT,product_master,609,316,192.168.8.11,SID14085
2025-08-13 17:38:13,report_user,SELECT,inventory,236,4117,192.168.4.72,SID37140
2025-08-13 18:02:09,app_user,INSERT,accounts,35,4771,192.168.3.178,SID42109
2025-08-13 20:47:32,admin_user,SELECT,departments,781,2127,192.168.4.78,SID92067
2025-08-13 23:06:38,batch_user,SELECT,sales_transactions,72,791,192.168.4.147,SID77479
2025-08-14 00:06:36,batch_user,SELECT,employees,440,1201,192.168.4.109,SID69195
2025-08-14 00:25:53,analyst_user,SELECT,employees,12,4344,192.168.7.44,SID53872
2025-08-14 00:50:27,batch_user,INSERT,orders,48,3914,192.168.4.138,SID94344
2025-08-14 01:26:23,analyst_user,SELECT,inventory,133,4748,192.168.3.44,SID77384
2025-08-14 01:40:15,analyst_user,SELECT,payments,871,4324,192.168.8.201,SID20045
2025-08-14 03:14:39,batch_user,SELECT,sales_transactions,318,174,192.168.10.155,SID97448
2025-08-14 04:40:39,admin_user,SELECT,sales_transactions,849,4484,192.168.1.140,SID47023
2025-08-14 05:56:54,batch_user,SELECT,sales_transactions,506,3469,192.168.9.113,SID28820
2025-08-14 06:14:00,admin_user,SELECT,departments,572,539,192.168.2.139,SID43802
2025-08-14 07:30:12,app_user,UPDATE,payments,35,2571,192.168.10.161,SID55809
2025-08-14 11:08:12,analyst_user,SELECT,employees,673,4095,192.168.5.47,SID56354
2025-08-14 11:49:53,report_user,SELECT,accounts,72,1339,192.168.2.58,SID65204
2025-08-14 12:57:26,analyst_user,SELECT,departments,495,3456,192.168.3.232,SID83461
2025-08-14 13:59:51,analyst_user,INSERT,customer_master,50,282,192.168.2.96,SID86365
2025-08-14 14:16:42,report_user,DELETE,customer_master,9,1385,192.168.10.211,SID36961
2025-08-14 16:05:06,analyst_user,INSERT,product_master,9,965,192.168.7.143,SID91940
2025-08-14 19:56:01,batch_user,UPDATE,accounts,33,2273,192.168.9.58,SID43901
2025-08-14 20:07:47,admin_user,INSERT,departments,21,2790,192.168.9.52,SID54281
2025-08-14 22:58:02,analyst_user,INSERT,payments,3,1555,192.168.4.63,SID81292
