実行日,開始時刻,終了時刻,ジョブID,ジョブ名,所要時間(分),処理件数,ステータス,エラーメッセージ
2025-07-02,04:43:06,04:47:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,246,Success,
2025-07-02,05:14:56,05:16:56,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,441,Success,
2025-07-02,06:34:57,06:39:57,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,316,Success,
2025-07-02,07:30:33,07:32:33,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,418,Success,
2025-07-02,08:44:06,08:48:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,152,Success,
2025-07-02,09:22:36,09:24:36,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,187,Success,
2025-07-02,10:36:01,10:38:01,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,388,Success,
2025-07-02,11:30:50,11:33:50,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,426,Success,
2025-07-02,12:50:02,12:55:02,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,360,Success,
2025-07-02,13:35:06,13:37:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,221,Success,
2025-07-02,14:19:08,14:24:08,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,179,Success,
2025-07-02,15:30:06,15:34:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,286,Success,
2025-07-02,16:39:18,16:41:18,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,437,Success,
2025-07-02,17:54:12,17:59:12,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,139,Success,
2025-07-02,18:12:57,18:15:57,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,138,Success,
2025-07-02,19:03:35,19:07:35,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,493,Success,
2025-07-02,20:36:00,20:41:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,415,Success,
2025-07-02,21:09:38,21:12:38,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,131,Success,
2025-07-02,22:38:47,22:43:47,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,101,Success,
2025-07-02,23:46:42,23:51:42,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,141,Success,
2025-07-03,00:25:18,00:46:18,DAILY_SALES_SUMMARY,日次売上集計,21,40700,Success,
2025-07-03,01:03:29,01:33:29,DAILY_INVENTORY_UPDATE,日次在庫更新,30,9374,Success,
2025-07-03,02:01:07,02:25:07,DAILY_CUSTOMER_SYNC,日次顧客情報同期,24,40764,Success,
2025-07-03,03:00:17,03:34:17,DAILY_REPORT_GEN,日次レポート生成,34,46084,Success,
2025-07-03,00:54:00,00:56:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,237,Success,
2025-07-03,01:06:03,01:10:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,254,Success,
2025-07-03,02:03:43,02:08:43,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,265,Success,
2025-07-03,03:53:40,03:57:40,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,115,Success,
2025-07-03,04:53:40,04:58:40,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,400,Success,
2025-07-03,05:13:19,05:16:19,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,420,Success,
2025-07-03,06:26:56,06:28:56,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,330,Success,
2025-07-03,07:05:44,07:10:44,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,362,Success,
2025-07-03,08:41:05,08:45:05,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,336,Success,
2025-07-03,09:00:07,09:05:07,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,152,Success,
2025-07-03,10:47:45,10:49:45,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,228,Success,
2025-07-03,11:13:33,11:17:33,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,495,Success,
2025-07-03,12:50:06,12:53:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,434,Success,
2025-07-03,13:25:18,13:27:18,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,176,Success,
2025-07-03,14:05:01,14:10:01,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,103,Success,
2025-07-03,15:09:24,15:14:24,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,422,Success,
2025-07-03,16:43:26,16:46:26,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,500,Success,
2025-07-03,17:53:56,17:58:56,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,209,Success,
2025-07-03,18:01:20,18:03:20,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,138,Success,
2025-07-03,19:42:17,19:44:17,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,196,Success,
2025-07-03,20:15:05,20:18:05,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,253,Success,
2025-07-03,21:04:27,21:06:27,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,463,Success,
2025-07-03,22:40:21,22:44:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,385,Success,
2025-07-03,23:13:53,23:15:53,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,159,Success,
2025-07-04,00:29:21,00:55:21,DAILY_SALES_SUMMARY,日次売上集計,26,16783,Success,
2025-07-04,01:02:52,01:30:52,DAILY_INVENTORY_UPDATE,日次在庫更新,28,40413,Success,
2025-07-04,02:00:35,02:17:35,DAILY_CUSTOMER_SYNC,日次顧客情報同期,17,1605,Success,
2025-07-04,03:01:04,03:53:04,DAILY_REPORT_GEN,日次レポート生成,52,45580,Success,
2025-07-04,00:17:20,00:20:20,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,228,Success,
2025-07-04,01:47:41,01:52:41,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,338,Success,
2025-07-04,02:08:08,02:13:08,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,231,Success,
2025-07-04,03:45:57,03:49:57,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,336,Success,
2025-07-04,04:02:28,04:06:28,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,336,Success,
2025-07-04,05:14:06,05:19:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,468,Success,
2025-07-04,06:15:33,06:17:33,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,163,Success,
2025-07-04,07:36:52,07:39:52,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,391,Success,
2025-07-04,08:41:28,08:44:28,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,485,Success,
2025-07-04,09:57:23,10:00:23,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,372,Success,
2025-07-04,10:23:27,10:26:27,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,254,Success,
2025-07-04,11:37:04,11:41:04,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,431,Success,
2025-07-04,12:33:11,12:38:11,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,244,Success,
2025-07-04,13:04:09,13:07:09,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,206,Success,
2025-07-04,14:29:43,14:34:43,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,228,Success,
2025-07-04,15:27:31,15:32:31,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,140,Success,
2025-07-04,16:41:54,16:43:54,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,171,Success,
2025-07-04,17:44:40,17:48:40,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,327,Success,
2025-07-04,18:12:49,18:17:49,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,256,Success,
2025-07-04,19:52:03,19:55:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,352,Success,
2025-07-04,20:04:56,20:08:56,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,228,Success,
2025-07-04,21:58:06,22:02:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,440,Success,
2025-07-04,22:53:03,22:58:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,266,Success,
2025-07-04,23:42:10,23:46:10,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,435,Success,
2025-07-05,00:31:38,00:48:38,DAILY_SALES_SUMMARY,日次売上集計,17,25026,Success,
2025-07-05,01:04:38,01:40:38,DAILY_INVENTORY_UPDATE,日次在庫更新,36,49456,Success,
2025-07-05,02:00:45,02:17:45,DAILY_CUSTOMER_SYNC,日次顧客情報同期,17,1140,Success,
2025-07-05,03:02:58,03:40:58,DAILY_REPORT_GEN,日次レポート生成,38,23230,Success,
2025-07-05,00:30:43,00:35:43,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,433,Success,
2025-07-05,01:02:16,01:05:16,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,375,Success,
2025-07-05,02:41:04,02:43:04,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,348,Success,
2025-07-05,03:17:32,03:19:32,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,332,Success,
2025-07-05,04:12:55,04:16:55,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,477,Success,
2025-07-05,05:56:45,05:59:45,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,256,Success,
2025-07-05,06:27:29,06:31:29,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,442,Success,
2025-07-05,07:12:49,07:14:49,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,281,Success,
2025-07-05,08:21:41,08:24:41,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,214,Success,
2025-07-05,09:03:15,09:08:15,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,161,Success,
2025-07-05,10:32:26,10:35:26,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,196,Success,
2025-07-05,11:41:37,11:44:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,170,Success,
2025-07-05,12:34:01,12:38:01,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,224,Success,
2025-07-05,13:53:46,13:56:46,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,125,Success,
2025-07-05,14:23:20,14:28:20,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,299,Success,
2025-07-05,15:13:57,15:18:57,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,135,Success,
2025-07-05,16:33:35,16:37:35,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,341,Success,
2025-07-05,17:32:15,17:36:15,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,416,Success,
2025-07-05,18:31:04,18:34:04,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,138,Success,
2025-07-05,19:25:44,19:30:44,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,325,Success,
2025-07-05,20:52:53,20:55:53,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,104,Success,
2025-07-05,21:44:54,21:46:54,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,207,Success,
2025-07-05,22:17:00,22:20:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,467,Success,
2025-07-05,23:53:12,23:55:12,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,108,Success,
2025-07-06,00:33:21,00:55:21,DAILY_SALES_SUMMARY,日次売上集計,22,30407,Success,
2025-07-06,01:00:39,01:30:39,DAILY_INVENTORY_UPDATE,日次在庫更新,30,49459,Success,
2025-07-06,02:02:08,02:23:08,DAILY_CUSTOMER_SYNC,日次顧客情報同期,21,7058,Success,
2025-07-06,03:00:47,03:31:47,DAILY_REPORT_GEN,日次レポート生成,31,29963,Success,
2025-07-06,00:04:59,00:06:59,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,459,Success,
2025-07-06,01:10:02,01:12:02,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,417,Success,
2025-07-06,02:12:08,02:15:08,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,474,Success,
2025-07-06,03:15:20,03:19:20,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,386,Success,
2025-07-06,04:48:17,04:52:17,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,375,Success,
2025-07-06,05:52:03,05:54:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,259,Success,
2025-07-06,06:08:37,06:11:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,191,Success,
2025-07-06,07:40:11,07:44:11,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,169,Success,
2025-07-06,08:40:51,08:43:51,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,423,Success,
2025-07-06,09:55:08,09:59:08,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,217,Success,
2025-07-06,10:27:51,10:32:51,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,419,Success,
2025-07-06,11:09:15,11:11:15,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,394,Success,
2025-07-06,12:06:38,12:09:38,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,387,Success,
2025-07-06,13:01:56,13:04:56,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,163,Success,
2025-07-06,14:16:37,14:21:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,474,Success,
2025-07-06,15:07:28,15:12:28,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,382,Success,
2025-07-06,16:27:46,16:29:46,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,214,Success,
2025-07-06,17:26:56,17:30:56,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,314,Success,
2025-07-06,18:03:04,18:07:04,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,241,Success,
2025-07-06,19:50:21,19:55:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,282,Success,
2025-07-06,20:32:54,20:34:54,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,477,Success,
2025-07-06,21:27:51,21:30:51,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,306,Success,
2025-07-06,22:57:39,22:59:39,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,363,Success,
2025-07-06,23:46:30,23:49:30,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,239,Success,
2025-07-07,00:28:11,00:53:11,DAILY_SALES_SUMMARY,日次売上集計,25,18639,Success,
2025-07-07,01:00:04,01:38:04,DAILY_INVENTORY_UPDATE,日次在庫更新,38,35908,Success,
2025-07-07,02:00:34,02:11:34,DAILY_CUSTOMER_SYNC,日次顧客情報同期,11,32365,Success,
2025-07-07,03:02:50,03:38:50,DAILY_REPORT_GEN,日次レポート生成,36,25242,Success,
2025-07-07,04:01:16,05:49:16,WEEKLY_BACKUP_VERIFY,週次バックアップ検証,108,30846,Success,
2025-07-07,00:57:48,01:01:48,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,321,Success,
2025-07-07,01:04:41,01:09:41,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,221,Success,
2025-07-07,02:23:15,02:28:15,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,305,Success,
2025-07-07,03:18:37,03:23:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,475,Success,
2025-07-07,04:09:57,04:12:57,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,271,Success,
2025-07-07,05:42:03,05:46:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,409,Success,
2025-07-07,06:14:43,06:17:43,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,145,Success,
2025-07-07,07:22:44,07:24:44,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,489,Success,
2025-07-07,08:52:30,08:57:30,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,324,Success,
2025-07-07,09:00:59,09:02:59,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,464,Success,
2025-07-07,10:21:21,10:23:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,158,Success,
2025-07-07,11:09:44,11:11:44,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,417,Success,
2025-07-07,12:45:45,12:49:45,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,381,Success,
2025-07-07,13:34:30,13:37:30,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,297,Success,
2025-07-07,14:40:00,14:45:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,338,Success,
2025-07-07,15:31:27,15:33:27,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,369,Success,
2025-07-07,16:44:00,16:49:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,355,Success,
2025-07-07,17:50:45,17:55:45,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,252,Success,
2025-07-07,18:00:35,18:02:35,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,253,Success,
2025-07-07,19:00:21,19:04:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,481,Success,
2025-07-07,20:40:20,20:45:20,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,495,Success,
2025-07-07,21:37:07,21:39:07,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,222,Success,
2025-07-07,22:04:11,22:08:11,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,411,Success,
2025-07-07,23:20:27,23:25:27,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,477,Success,
2025-07-08,00:26:42,00:42:42,DAILY_SALES_SUMMARY,日次売上集計,16,32975,Success,
2025-07-08,01:04:50,01:38:50,DAILY_INVENTORY_UPDATE,日次在庫更新,34,32424,Success,
2025-07-08,02:01:35,02:21:35,DAILY_CUSTOMER_SYNC,日次顧客情報同期,20,4451,Success,
2025-07-08,03:00:17,03:41:17,DAILY_REPORT_GEN,日次レポート生成,41,43086,Success,
2025-07-08,00:01:54,00:06:54,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,155,Success,
2025-07-08,01:33:03,01:37:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,345,Success,
2025-07-08,02:33:09,02:36:09,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,336,Success,
2025-07-08,03:44:25,03:47:25,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,317,Success,
2025-07-08,04:55:41,04:57:41,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,486,Success,
2025-07-08,05:16:54,05:20:54,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,469,Success,
2025-07-08,06:28:29,06:30:29,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,334,Success,
2025-07-08,07:55:20,07:57:20,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,341,Success,
2025-07-08,08:44:25,08:49:25,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,345,Success,
2025-07-08,09:32:40,09:34:40,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,121,Success,
2025-07-08,10:35:11,10:40:11,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,102,Success,
2025-07-08,11:43:58,11:48:58,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,379,Success,
2025-07-08,12:29:02,12:33:02,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,447,Success,
2025-07-08,13:50:56,13:55:56,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,245,Success,
2025-07-08,14:28:36,14:33:36,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,353,Success,
2025-07-08,15:10:46,15:12:46,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,118,Success,
2025-07-08,16:42:13,16:45:13,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,181,Success,
2025-07-08,17:12:54,17:14:54,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,327,Success,
2025-07-08,18:12:19,18:17:19,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,300,Success,
2025-07-08,19:34:58,19:37:58,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,132,Success,
2025-07-08,20:53:06,20:57:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,130,Success,
2025-07-08,21:47:10,21:50:10,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,495,Success,
2025-07-08,22:49:50,22:52:50,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,448,Success,
2025-07-08,23:10:41,23:14:41,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,410,Success,
2025-07-09,00:30:31,01:00:31,DAILY_SALES_SUMMARY,日次売上集計,30,0,Failed,Data validation error
2025-07-09,01:02:03,01:27:03,DAILY_INVENTORY_UPDATE,日次在庫更新,25,18604,Success,
2025-07-09,02:00:45,02:23:45,DAILY_CUSTOMER_SYNC,日次顧客情報同期,23,1920,Success,
2025-07-09,03:00:14,03:44:14,DAILY_REPORT_GEN,日次レポート生成,44,15348,Success,
2025-07-09,00:23:13,00:28:13,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,329,Success,
2025-07-09,01:46:35,01:49:35,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,166,Success,
2025-07-09,02:10:12,02:14:12,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,488,Success,
2025-07-09,03:07:14,03:10:14,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,156,Success,
2025-07-09,04:46:45,04:50:45,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,472,Success,
2025-07-09,05:43:23,05:46:23,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,262,Success,
2025-07-09,06:11:06,06:13:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,268,Success,
2025-07-09,07:20:32,07:25:32,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,444,Success,
2025-07-09,08:16:21,08:20:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,474,Success,
2025-07-09,09:07:56,09:10:56,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,242,Success,
2025-07-09,10:45:06,10:47:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,420,Success,
2025-07-09,11:23:58,11:28:58,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,391,Success,
2025-07-09,12:16:40,12:18:40,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,258,Success,
