バックアップ日,開始時刻,終了時刻,システム名,システム種別,サイズ(GB),所要時間(分),ステータス,バックアップファイル,エラーメッセージ
2025-07-14,02:33:36,03:05:36,prod-web01,Web Server,51.46,32,Success,/backup/prod-web01/20250714_023336.bak,
2025-07-15,03:11:16,03:52:16,prod-db01,PostgreSQL Database,191.64,41,Success,/backup/prod-db01/20250715_031116.bak,
2025-07-15,03:11:48,03:53:48,prod-db02,MySQL Database,262.95,42,Success,/backup/prod-db02/20250715_031148.bak,
2025-07-15,03:47:30,04:08:30,prod-app01,Application Server,117.12,21,Failed,/backup/prod-app01/20250715_034730.bak,Database lock timeout
2025-07-15,02:58:33,03:20:33,prod-app02,Application Server,133.39,22,Success,/backup/prod-app02/20250715_025833.bak,
2025-07-15,03:27:05,03:48:05,prod-web01,Web Server,38.69,21,Success,/backup/prod-web01/20250715_032705.bak,
2025-07-16,03:32:17,04:05:17,prod-db01,PostgreSQL Database,236.53,33,Success,/backup/prod-db01/20250716_033217.bak,
2025-07-16,02:10:35,02:37:35,prod-db02,MySQL Database,292.27,27,Success,/backup/prod-db02/20250716_021035.bak,
2025-07-16,02:15:36,02:40:36,prod-app01,Application Server,131.13,25,Success,/backup/prod-app01/20250716_021536.bak,
2025-07-16,02:01:30,02:46:30,prod-app02,Application Server,94.76,45,Success,/backup/prod-app02/20250716_020130.bak,
2025-07-16,02:54:05,03:27:05,prod-web01,Web Server,30.56,33,Success,/backup/prod-web01/20250716_025405.bak,
2025-07-17,03:35:05,04:04:05,prod-db01,PostgreSQL Database,217.38,29,Success,/backup/prod-db01/20250717_033505.bak,
2025-07-17,02:33:01,03:14:01,prod-db02,MySQL Database,269.27,41,Success,/backup/prod-db02/20250717_023301.bak,
2025-07-17,03:18:56,04:03:56,prod-app01,Application Server,124.61,45,Success,/backup/prod-app01/20250717_031856.bak,
2025-07-17,02:52:24,03:33:24,prod-app02,Application Server,150.15,41,Success,/backup/prod-app02/20250717_025224.bak,
2025-07-17,03:20:00,03:43:00,prod-web01,Web Server,58.31,23,Success,/backup/prod-web01/20250717_032000.bak,
2025-07-18,02:26:22,03:09:22,prod-db01,PostgreSQL Database,167.13,43,Success,/backup/prod-db01/20250718_022622.bak,
2025-07-18,03:33:20,03:52:20,prod-db02,MySQL Database,236.0,19,Success,/backup/prod-db02/20250718_033320.bak,
2025-07-18,02:38:20,02:57:20,prod-app01,Application Server,82.71,19,Success,/backup/prod-app01/20250718_023820.bak,
2025-07-18,02:42:53,03:17:53,prod-app02,Application Server,119.47,35,Success,/backup/prod-app02/20250718_024253.bak,
2025-07-18,02:06:24,02:36:24,prod-web01,Web Server,53.48,30,Success,/backup/prod-web01/20250718_020624.bak,
2025-07-19,02:57:16,03:16:16,prod-db01,PostgreSQL Database,202.01,19,Success,/backup/prod-db01/20250719_025716.bak,
2025-07-19,03:13:49,03:47:49,prod-db02,MySQL Database,209.73,34,Success,/backup/prod-db02/20250719_031349.bak,
2025-07-19,03:11:18,03:44:18,prod-app01,Application Server,108.83,33,Success,/backup/prod-app01/20250719_031118.bak,
2025-07-19,02:09:53,02:38:53,prod-app02,Application Server,91.51,29,Success,/backup/prod-app02/20250719_020953.bak,
2025-07-19,02:17:50,02:55:50,prod-web01,Web Server,38.7,38,Success,/backup/prod-web01/20250719_021750.bak,
2025-07-20,03:34:25,03:53:25,prod-db01,PostgreSQL Database,210.49,19,Success,/backup/prod-db01/20250720_033425.bak,
2025-07-20,03:48:39,04:33:39,prod-db02,MySQL Database,254.52,45,Success,/backup/prod-db02/20250720_034839.bak,
2025-07-20,02:44:38,03:28:38,prod-app01,Application Server,95.55,44,Success,/backup/prod-app01/20250720_024438.bak,
2025-07-20,03:37:01,04:09:01,prod-app02,Application Server,138.26,32,Success,/backup/prod-app02/20250720_033701.bak,
2025-07-20,03:46:33,04:26:33,prod-web01,Web Server,31.17,40,Success,/backup/prod-web01/20250720_034633.bak,
2025-07-21,03:06:28,03:48:28,prod-db01,PostgreSQL Database,202.08,42,Success,/backup/prod-db01/20250721_030628.bak,
2025-07-21,02:45:15,03:07:15,prod-db02,MySQL Database,219.34,22,Success,/backup/prod-db02/20250721_024515.bak,
2025-07-21,03:46:08,04:11:08,prod-app01,Application Server,104.29,25,Success,/backup/prod-app01/20250721_034608.bak,
2025-07-21,03:10:01,03:44:01,prod-app02,Application Server,136.25,34,Success,/backup/prod-app02/20250721_031001.bak,
2025-07-21,02:13:58,02:43:58,prod-web01,Web Server,43.86,30,Success,/backup/prod-web01/20250721_021358.bak,
2025-07-22,03:00:01,03:40:01,prod-db01,PostgreSQL Database,202.58,40,Success,/backup/prod-db01/20250722_030001.bak,
2025-07-22,02:08:28,02:46:28,prod-db02,MySQL Database,227.74,38,Success,/backup/prod-db02/20250722_020828.bak,
2025-07-22,02:17:21,02:34:21,prod-app01,Application Server,133.28,17,Success,/backup/prod-app01/20250722_021721.bak,
2025-07-22,02:44:52,03:28:52,prod-app02,Application Server,112.52,44,Success,/backup/prod-app02/20250722_024452.bak,
2025-07-22,02:41:50,03:06:50,prod-web01,Web Server,45.63,25,Success,/backup/prod-web01/20250722_024150.bak,
2025-07-23,02:51:12,03:28:12,prod-db01,PostgreSQL Database,245.26,37,Success,/backup/prod-db01/20250723_025112.bak,
2025-07-23,02:26:42,02:53:42,prod-db02,MySQL Database,248.95,27,Success,/backup/prod-db02/20250723_022642.bak,
2025-07-23,03:46:49,04:21:49,prod-app01,Application Server,128.72,35,Success,/backup/prod-app01/20250723_034649.bak,
2025-07-23,02:24:46,02:58:46,prod-app02,Application Server,123.18,34,Success,/backup/prod-app02/20250723_022446.bak,
2025-07-23,02:42:47,03:01:47,prod-web01,Web Server,57.04,19,Success,/backup/prod-web01/20250723_024247.bak,
2025-07-24,03:03:15,03:25:15,prod-db01,PostgreSQL Database,227.37,22,Success,/backup/prod-db01/20250724_030315.bak,
2025-07-24,03:47:52,04:24:52,prod-db02,MySQL Database,275.57,37,Success,/backup/prod-db02/20250724_034752.bak,
2025-07-24,03:14:30,03:35:30,prod-app01,Application Server,123.68,21,Success,/backup/prod-app01/20250724_031430.bak,
2025-07-24,02:40:02,03:23:02,prod-app02,Application Server,109.41,43,Success,/backup/prod-app02/20250724_024002.bak,
2025-07-24,03:20:32,03:59:32,prod-web01,Web Server,48.37,39,Success,/backup/prod-web01/20250724_032032.bak,
2025-07-25,03:44:15,04:27:15,prod-db01,PostgreSQL Database,188.86,43,Success,/backup/prod-db01/20250725_034415.bak,
2025-07-25,02:27:38,03:12:38,prod-db02,MySQL Database,232.11,45,Success,/backup/prod-db02/20250725_022738.bak,
2025-07-25,02:28:03,02:48:03,prod-app01,Application Server,108.49,20,Success,/backup/prod-app01/20250725_022803.bak,
2025-07-25,03:41:55,03:57:55,prod-app02,Application Server,107.02,16,Success,/backup/prod-app02/20250725_034155.bak,
2025-07-25,02:36:57,03:20:57,prod-web01,Web Server,54.8,44,Success,/backup/prod-web01/20250725_023657.bak,
2025-07-26,03:22:40,03:58:40,prod-db01,PostgreSQL Database,152.75,36,Success,/backup/prod-db01/20250726_032240.bak,
2025-07-26,02:11:16,02:29:16,prod-db02,MySQL Database,215.26,18,Success,/backup/prod-db02/20250726_021116.bak,
2025-07-26,03:05:53,03:30:53,prod-app01,Application Server,132.95,25,Success,/backup/prod-app01/20250726_030553.bak,
2025-07-26,02:17:33,03:00:33,prod-app02,Application Server,130.26,43,Success,/backup/prod-app02/20250726_021733.bak,
2025-07-26,02:59:42,03:18:42,prod-web01,Web Server,30.5,19,Success,/backup/prod-web01/20250726_025942.bak,
2025-07-27,03:58:54,04:37:54,prod-db01,PostgreSQL Database,156.35,39,Success,/backup/prod-db01/20250727_035854.bak,
2025-07-27,02:55:03,03:27:03,prod-db02,MySQL Database,201.09,32,Success,/backup/prod-db02/20250727_025503.bak,
2025-07-27,03:52:31,04:10:31,prod-app01,Application Server,142.32,18,Success,/backup/prod-app01/20250727_035231.bak,
2025-07-27,03:55:21,04:18:21,prod-app02,Application Server,133.46,23,Success,/backup/prod-app02/20250727_035521.bak,
2025-07-27,02:38:02,03:23:02,prod-web01,Web Server,48.42,45,Success,/backup/prod-web01/20250727_023802.bak,
2025-07-28,02:28:51,02:53:51,prod-db01,PostgreSQL Database,156.4,25,Success,/backup/prod-db01/20250728_022851.bak,
2025-07-28,03:39:30,04:10:30,prod-db02,MySQL Database,255.82,31,Success,/backup/prod-db02/20250728_033930.bak,
2025-07-28,02:46:14,03:09:14,prod-app01,Application Server,132.48,23,Success,/backup/prod-app01/20250728_024614.bak,
2025-07-28,03:11:25,03:29:25,prod-app02,Application Server,106.6,18,Success,/backup/prod-app02/20250728_031125.bak,
2025-07-28,03:57:59,04:36:59,prod-web01,Web Server,38.85,39,Success,/backup/prod-web01/20250728_035759.bak,
2025-07-29,03:05:14,03:21:14,prod-db01,PostgreSQL Database,223.01,16,Success,/backup/prod-db01/20250729_030514.bak,
2025-07-29,02:33:29,02:51:29,prod-db02,MySQL Database,223.24,18,Success,/backup/prod-db02/20250729_023329.bak,
2025-07-29,03:05:10,03:30:10,prod-app01,Application Server,89.58,25,Success,/backup/prod-app01/20250729_030510.bak,
2025-07-29,03:00:19,03:43:19,prod-app02,Application Server,139.86,43,Success,/backup/prod-app02/20250729_030019.bak,
2025-07-29,02:20:48,02:59:48,prod-web01,Web Server,44.17,39,Success,/backup/prod-web01/20250729_022048.bak,
2025-07-30,02:53:58,03:37:58,prod-db01,PostgreSQL Database,230.36,44,Success,/backup/prod-db01/20250730_025358.bak,
2025-07-30,03:45:40,04:16:40,prod-db02,MySQL Database,298.2,31,Success,/backup/prod-db02/20250730_034540.bak,
2025-07-30,02:09:31,02:45:31,prod-app01,Application Server,140.76,36,Success,/backup/prod-app01/20250730_020931.bak,
2025-07-30,02:02:56,02:19:56,prod-app02,Application Server,102.78,17,Success,/backup/prod-app02/20250730_020256.bak,
2025-07-30,03:29:15,04:09:15,prod-web01,Web Server,33.76,40,Success,/backup/prod-web01/20250730_032915.bak,
2025-07-31,03:38:40,04:21:40,prod-db01,PostgreSQL Database,154.18,43,Success,/backup/prod-db01/20250731_033840.bak,
2025-07-31,03:04:03,03:49:03,prod-db02,MySQL Database,217.88,45,Success,/backup/prod-db02/20250731_030403.bak,
2025-07-31,02:46:46,03:11:46,prod-app01,Application Server,118.77,25,Success,/backup/prod-app01/20250731_024646.bak,
2025-07-31,03:53:49,04:10:49,prod-app02,Application Server,155.25,17,Success,/backup/prod-app02/20250731_035349.bak,
2025-07-31,03:31:07,03:58:07,prod-web01,Web Server,48.78,27,Success,/backup/prod-web01/20250731_033107.bak,
