実行日,開始時刻,終了時刻,ジョブID,ジョブ名,所要時間(分),処理件数,ステータス,エラーメッセージ
2025-08-02,08:54:02,08:57:02,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,208,Success,
2025-08-02,09:46:57,09:49:57,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,386,Success,
2025-08-02,10:56:58,10:59:58,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,123,Success,
2025-08-02,11:03:50,11:07:50,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,466,Success,
2025-08-02,12:40:46,12:42:46,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,397,Success,
2025-08-02,13:28:02,13:30:02,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,477,Success,
2025-08-02,14:27:09,14:30:09,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,156,Success,
2025-08-02,15:16:04,15:21:04,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,121,Success,
2025-08-02,16:38:13,16:40:13,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,271,Success,
2025-08-02,17:45:18,17:49:18,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,183,Success,
2025-08-02,18:05:26,18:10:26,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,187,Success,
2025-08-02,19:10:57,19:12:57,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,430,Success,
2025-08-02,20:08:03,20:10:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,419,Success,
2025-08-02,21:29:17,21:32:17,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,300,Success,
2025-08-02,22:52:03,22:57:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,482,Success,
2025-08-02,23:33:02,23:36:02,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,193,Success,
2025-08-03,00:27:59,00:56:59,DAILY_SALES_SUMMARY,日次売上集計,29,14922,Success,
2025-08-03,01:05:47,01:30:47,DAILY_INVENTORY_UPDATE,日次在庫更新,25,29603,Success,
2025-08-03,02:00:58,02:14:58,DAILY_CUSTOMER_SYNC,日次顧客情報同期,14,2826,Success,
2025-08-03,03:00:42,04:00:42,DAILY_REPORT_GEN,日次レポート生成,60,10140,Success,
2025-08-03,00:52:56,00:57:56,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,0,Failed,Timeout error
2025-08-03,01:55:19,02:00:19,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,307,Success,
2025-08-03,02:23:10,02:27:10,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,171,Success,
2025-08-03,03:58:59,04:01:59,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,166,Success,
2025-08-03,04:30:16,04:35:16,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,345,Success,
2025-08-03,05:34:06,05:39:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,353,Success,
2025-08-03,06:28:32,06:33:32,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,273,Success,
2025-08-03,07:45:06,07:49:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,390,Success,
2025-08-03,08:40:47,08:43:47,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,154,Success,
2025-08-03,09:39:34,09:44:34,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,367,Success,
2025-08-03,10:36:26,10:38:26,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,184,Success,
2025-08-03,11:35:54,11:37:54,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,322,Success,
2025-08-03,12:14:09,12:18:09,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,311,Success,
2025-08-03,13:07:05,13:09:05,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,386,Success,
2025-08-03,14:33:42,14:36:42,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,292,Success,
2025-08-03,15:40:41,15:45:41,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,265,Success,
2025-08-03,16:49:19,16:53:19,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,282,Success,
2025-08-03,17:25:44,17:30:44,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,333,Success,
2025-08-03,18:41:58,18:46:58,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,100,Success,
2025-08-03,19:30:00,19:32:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,334,Success,
2025-08-03,20:25:20,20:30:20,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,272,Success,
2025-08-03,21:30:31,21:32:31,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,229,Success,
2025-08-03,22:43:03,22:45:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,401,Success,
2025-08-03,23:19:51,23:23:51,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,137,Success,
2025-08-04,00:27:32,00:50:32,DAILY_SALES_SUMMARY,日次売上集計,23,1184,Success,
2025-08-04,01:05:46,01:42:46,DAILY_INVENTORY_UPDATE,日次在庫更新,37,42890,Success,
2025-08-04,02:03:36,02:28:36,DAILY_CUSTOMER_SYNC,日次顧客情報同期,25,18244,Success,
2025-08-04,03:00:10,03:38:10,DAILY_REPORT_GEN,日次レポート生成,38,28001,Success,
2025-08-04,04:00:22,05:48:22,WEEKLY_BACKUP_VERIFY,週次バックアップ検証,108,7272,Success,
2025-08-04,00:22:38,00:27:38,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,299,Success,
2025-08-04,01:12:30,01:15:30,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,103,Success,
2025-08-04,02:35:17,02:39:17,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,375,Success,
2025-08-04,03:52:57,03:56:57,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,223,Success,
2025-08-04,04:24:58,04:28:58,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,476,Success,
2025-08-04,05:46:55,05:48:55,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,192,Success,
2025-08-04,06:41:21,06:45:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,133,Success,
2025-08-04,07:20:47,07:23:47,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,448,Success,
2025-08-04,08:46:06,08:51:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,102,Success,
2025-08-04,09:24:45,09:26:45,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,138,Success,
2025-08-04,10:09:45,10:12:45,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,481,Success,
2025-08-04,11:36:27,11:40:27,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,205,Success,
2025-08-04,12:33:06,12:38:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,395,Success,
2025-08-04,13:29:20,13:32:20,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,495,Success,
2025-08-04,14:15:17,14:20:17,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,248,Success,
2025-08-04,15:42:24,15:45:24,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,467,Success,
2025-08-04,16:21:18,16:24:18,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,232,Success,
2025-08-04,17:26:39,17:28:39,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,220,Success,
2025-08-04,18:55:58,18:59:58,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,319,Success,
2025-08-04,19:47:36,19:50:36,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,292,Success,
2025-08-04,20:40:53,20:42:53,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,467,Success,
2025-08-04,21:52:33,21:54:33,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,333,Success,
2025-08-04,22:03:15,22:07:15,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,485,Success,
2025-08-04,23:48:16,23:51:16,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,105,Success,
2025-08-05,00:34:05,00:53:05,DAILY_SALES_SUMMARY,日次売上集計,19,46262,Success,
2025-08-05,01:05:53,01:35:53,DAILY_INVENTORY_UPDATE,日次在庫更新,30,47056,Success,
2025-08-05,02:02:57,02:27:57,DAILY_CUSTOMER_SYNC,日次顧客情報同期,25,0,Failed,Memory overflow
2025-08-05,03:05:18,04:01:18,DAILY_REPORT_GEN,日次レポート生成,56,11483,Success,
2025-08-05,00:44:27,00:46:27,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,386,Success,
2025-08-05,01:26:35,01:30:35,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,332,Success,
2025-08-05,02:16:34,02:18:34,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,165,Success,
2025-08-05,03:24:08,03:28:08,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,397,Success,
2025-08-05,04:10:06,04:14:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,343,Success,
2025-08-05,05:11:48,05:15:48,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,275,Success,
2025-08-05,06:47:36,06:49:36,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,172,Success,
2025-08-05,07:44:02,07:49:02,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,472,Success,
2025-08-05,08:18:35,08:23:35,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,350,Success,
2025-08-05,09:46:59,09:51:59,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,344,Success,
2025-08-05,10:01:24,10:05:24,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,208,Success,
2025-08-05,11:07:02,11:12:02,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,339,Success,
2025-08-05,12:33:16,12:36:16,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,376,Success,
2025-08-05,13:57:51,14:02:51,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,144,Success,
2025-08-05,14:04:30,14:08:30,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,437,Success,
2025-08-05,15:16:36,15:19:36,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,332,Success,
2025-08-05,16:45:51,16:47:51,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,445,Success,
2025-08-05,17:17:52,17:21:52,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,214,Success,
2025-08-05,18:46:20,18:50:20,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,241,Success,
2025-08-05,19:01:17,19:04:17,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,359,Success,
2025-08-05,20:22:10,20:26:10,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,144,Success,
2025-08-05,21:15:59,21:18:59,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,339,Success,
2025-08-05,22:13:37,22:17:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,352,Success,
2025-08-05,23:48:16,23:50:16,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,244,Success,
2025-08-06,00:33:20,01:03:20,DAILY_SALES_SUMMARY,日次売上集計,30,37270,Success,
2025-08-06,01:00:03,01:24:03,DAILY_INVENTORY_UPDATE,日次在庫更新,24,33685,Success,
2025-08-06,02:00:53,02:17:53,DAILY_CUSTOMER_SYNC,日次顧客情報同期,17,13435,Success,
2025-08-06,03:00:40,03:45:40,DAILY_REPORT_GEN,日次レポート生成,45,32304,Success,
2025-08-06,00:40:37,00:44:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,399,Success,
2025-08-06,01:48:06,01:51:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,305,Success,
2025-08-06,02:25:56,02:27:56,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,208,Success,
2025-08-06,03:46:03,03:49:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,490,Success,
2025-08-06,04:27:35,04:29:35,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,222,Success,
2025-08-06,05:33:38,05:38:38,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,159,Success,
2025-08-06,06:17:40,06:21:40,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,220,Success,
2025-08-06,07:41:42,07:45:42,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,470,Success,
2025-08-06,08:06:41,08:09:41,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,302,Success,
2025-08-06,09:36:11,09:40:11,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,439,Success,
2025-08-06,10:16:27,10:20:27,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,342,Success,
2025-08-06,11:49:45,11:54:45,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,199,Success,
2025-08-06,12:26:41,12:31:41,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,226,Success,
2025-08-06,13:27:10,13:31:10,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,119,Success,
2025-08-06,14:54:26,14:59:26,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,146,Success,
2025-08-06,15:48:53,15:51:53,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,276,Success,
2025-08-06,16:53:34,16:55:34,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,199,Success,
2025-08-06,17:36:46,17:38:46,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,0,Failed,Timeout error
2025-08-06,18:05:58,18:09:58,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,317,Success,
2025-08-06,19:20:27,19:23:27,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,286,Success,
2025-08-06,20:01:50,20:04:50,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,224,Success,
2025-08-06,21:14:32,21:16:32,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,455,Success,
2025-08-06,22:07:29,22:10:29,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,407,Success,
2025-08-06,23:10:00,23:15:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,317,Success,
2025-08-07,00:35:18,01:01:18,DAILY_SALES_SUMMARY,日次売上集計,26,38396,Success,
2025-08-07,01:01:46,01:25:46,DAILY_INVENTORY_UPDATE,日次在庫更新,24,6347,Success,
2025-08-07,02:02:53,02:19:53,DAILY_CUSTOMER_SYNC,日次顧客情報同期,17,33620,Success,
2025-08-07,03:00:35,03:37:35,DAILY_REPORT_GEN,日次レポート生成,37,42290,Success,
2025-08-07,00:13:22,00:16:22,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,331,Success,
2025-08-07,01:43:13,01:47:13,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,192,Success,
2025-08-07,02:45:11,02:50:11,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,131,Success,
2025-08-07,03:18:03,03:20:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,353,Success,
2025-08-07,04:01:47,04:04:47,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,447,Success,
2025-08-07,05:49:36,05:54:36,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,470,Success,
2025-08-07,06:53:24,06:58:24,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,387,Success,
2025-08-07,07:38:31,07:41:31,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,347,Success,
2025-08-07,08:39:51,08:44:51,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,188,Success,
2025-08-07,09:00:10,09:02:10,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,260,Success,
2025-08-07,10:25:14,10:30:14,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,290,Success,
2025-08-07,11:59:06,12:04:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,466,Success,
2025-08-07,12:42:54,12:44:54,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,220,Success,
2025-08-07,13:26:22,13:28:22,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,385,Success,
2025-08-07,14:12:47,14:17:47,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,306,Success,
2025-08-07,15:24:35,15:27:35,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,453,Success,
2025-08-07,16:13:05,16:17:05,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,431,Success,
2025-08-07,17:13:14,17:18:14,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,172,Success,
2025-08-07,18:58:38,19:01:38,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,421,Success,
2025-08-07,19:45:54,19:49:54,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,254,Success,
2025-08-07,20:55:37,20:59:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,311,Success,
2025-08-07,21:33:48,21:36:48,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,479,Success,
2025-08-07,22:05:52,22:08:52,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,403,Success,
2025-08-07,23:34:03,23:37:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,295,Success,
2025-08-08,00:27:58,00:45:58,DAILY_SALES_SUMMARY,日次売上集計,18,8696,Success,
2025-08-08,01:02:35,01:23:35,DAILY_INVENTORY_UPDATE,日次在庫更新,21,31031,Success,
2025-08-08,02:00:39,02:16:39,DAILY_CUSTOMER_SYNC,日次顧客情報同期,16,44645,Success,
2025-08-08,03:02:20,03:42:20,DAILY_REPORT_GEN,日次レポート生成,40,22867,Success,
2025-08-08,00:54:36,00:56:36,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,264,Success,
2025-08-08,01:13:40,01:16:40,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,367,Success,
2025-08-08,02:22:53,02:24:53,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,328,Success,
2025-08-08,03:23:48,03:26:48,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,227,Success,
2025-08-08,04:50:00,04:55:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,411,Success,
2025-08-08,05:35:05,05:40:05,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,279,Success,
2025-08-08,06:40:32,06:43:32,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,397,Success,
2025-08-08,07:27:53,07:30:53,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,269,Success,
2025-08-08,08:53:01,08:56:01,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,327,Success,
2025-08-08,09:57:30,10:02:30,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,327,Success,
2025-08-08,10:26:32,10:31:32,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,140,Success,
2025-08-08,11:27:31,11:31:31,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,128,Success,
2025-08-08,12:38:21,12:42:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,307,Success,
2025-08-08,13:43:24,13:47:24,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,266,Success,
2025-08-08,14:35:14,14:40:14,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,423,Success,
2025-08-08,15:03:52,15:05:52,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,388,Success,
2025-08-08,16:15:57,16:20:57,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,387,Success,
2025-08-08,17:42:23,17:45:23,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,485,Success,
2025-08-08,18:54:33,18:58:33,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,140,Success,
2025-08-08,19:46:42,19:48:42,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,377,Success,
2025-08-08,20:29:10,20:31:10,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,190,Success,
2025-08-08,21:15:14,21:19:14,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,420,Success,
2025-08-08,22:00:12,22:02:12,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,288,Success,
2025-08-08,23:49:14,23:53:14,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,122,Success,
2025-08-09,00:35:15,00:57:15,DAILY_SALES_SUMMARY,日次売上集計,22,35265,Success,
2025-08-09,01:00:54,01:28:54,DAILY_INVENTORY_UPDATE,日次在庫更新,28,11600,Success,
2025-08-09,02:03:41,02:28:41,DAILY_CUSTOMER_SYNC,日次顧客情報同期,25,17552,Success,
2025-08-09,03:04:10,03:37:10,DAILY_REPORT_GEN,日次レポート生成,33,36494,Success,
2025-08-09,00:10:19,00:15:19,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,490,Success,
2025-08-09,01:05:09,01:10:09,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,418,Success,
2025-08-09,02:00:24,02:04:24,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,351,Success,
2025-08-09,03:47:26,03:51:26,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,257,Success,
2025-08-09,04:37:39,04:41:39,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,402,Success,
2025-08-09,05:50:59,05:52:59,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,332,Success,
2025-08-09,06:47:44,06:49:44,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,330,Success,
2025-08-09,07:58:22,08:03:22,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,397,Success,
2025-08-09,08:52:55,08:56:55,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,497,Success,
2025-08-09,09:52:54,09:57:54,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,486,Success,
2025-08-09,10:34:47,10:38:47,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,489,Success,
2025-08-09,11:14:28,11:19:28,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,466,Success,
2025-08-09,12:23:03,12:28:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,138,Success,
