バックアップ日,開始時刻,終了時刻,システム名,システム種別,サイズ(GB),所要時間(分),ステータス,バックアップファイル,エラーメッセージ
2025-09-06,02:15:17,02:43:17,prod-app01,Application Server,110.81,28,Success,/backup/prod-app01/20250906_021517.bak,
2025-09-06,03:56:07,04:13:07,prod-app02,Application Server,141.38,17,Success,/backup/prod-app02/20250906_035607.bak,
2025-09-06,03:02:47,03:42:47,prod-web01,Web Server,44.05,40,Success,/backup/prod-web01/20250906_030247.bak,
2025-09-07,02:14:09,02:38:09,prod-db01,PostgreSQL Database,191.91,24,Success,/backup/prod-db01/20250907_021409.bak,
2025-09-07,02:08:01,02:39:01,prod-db02,MySQL Database,290.49,31,Success,/backup/prod-db02/20250907_020801.bak,
2025-09-07,02:52:34,03:31:34,prod-app01,Application Server,90.96,39,Success,/backup/prod-app01/20250907_025234.bak,
2025-09-07,02:44:00,03:08:00,prod-app02,Application Server,102.62,24,Success,/backup/prod-app02/20250907_024400.bak,
2025-09-07,02:55:12,03:40:12,prod-web01,Web Server,42.5,45,Success,/backup/prod-web01/20250907_025512.bak,
2025-09-08,03:36:02,03:57:02,prod-db01,PostgreSQL Database,216.17,21,Success,/backup/prod-db01/20250908_033602.bak,
2025-09-08,02:45:35,03:00:35,prod-db02,MySQL Database,224.6,15,Success,/backup/prod-db02/20250908_024535.bak,
2025-09-08,02:45:19,03:04:19,prod-app01,Application Server,82.13,19,Success,/backup/prod-app01/20250908_024519.bak,
2025-09-08,02:19:56,03:01:56,prod-app02,Application Server,113.67,42,Success,/backup/prod-app02/20250908_021956.bak,
2025-09-08,02:36:40,03:09:40,prod-web01,Web Server,53.55,33,Success,/backup/prod-web01/20250908_023640.bak,
2025-09-09,03:44:46,04:26:46,prod-db01,PostgreSQL Database,217.55,42,Success,/backup/prod-db01/20250909_034446.bak,
2025-09-09,02:02:19,02:31:19,prod-db02,MySQL Database,293.01,29,Success,/backup/prod-db02/20250909_020219.bak,
2025-09-09,02:29:15,03:02:15,prod-app01,Application Server,86.53,33,Success,/backup/prod-app01/20250909_022915.bak,
2025-09-09,02:26:57,02:48:57,prod-app02,Application Server,134.49,22,Failed,/backup/prod-app02/20250909_022657.bak,Network timeout
2025-09-09,03:09:40,03:46:40,prod-web01,Web Server,46.97,37,Success,/backup/prod-web01/20250909_030940.bak,
2025-09-10,03:43:35,03:58:35,prod-db01,PostgreSQL Database,221.49,15,Success,/backup/prod-db01/20250910_034335.bak,
2025-09-10,03:21:56,04:03:56,prod-db02,MySQL Database,204.31,42,Success,/backup/prod-db02/20250910_032156.bak,
2025-09-10,03:14:52,03:46:52,prod-app01,Application Server,89.89,32,Success,/backup/prod-app01/20250910_031452.bak,
2025-09-10,03:03:37,03:45:37,prod-app02,Application Server,101.41,42,Success,/backup/prod-app02/20250910_030337.bak,
2025-09-10,02:27:06,02:58:06,prod-web01,Web Server,47.78,31,Success,/backup/prod-web01/20250910_022706.bak,
2025-09-11,03:47:24,04:06:24,prod-db01,PostgreSQL Database,188.47,19,Success,/backup/prod-db01/20250911_034724.bak,
2025-09-11,02:43:44,03:25:44,prod-db02,MySQL Database,295.97,42,Success,/backup/prod-db02/20250911_024344.bak,
2025-09-11,02:40:57,03:15:57,prod-app01,Application Server,142.3,35,Success,/backup/prod-app01/20250911_024057.bak,
2025-09-11,03:16:03,03:34:03,prod-app02,Application Server,138.59,18,Success,/backup/prod-app02/20250911_031603.bak,
2025-09-11,03:55:09,04:35:09,prod-web01,Web Server,53.48,40,Success,/backup/prod-web01/20250911_035509.bak,
2025-09-12,03:45:01,04:11:01,prod-db01,PostgreSQL Database,165.32,26,Success,/backup/prod-db01/20250912_034501.bak,
2025-09-12,03:11:09,03:39:09,prod-db02,MySQL Database,285.93,28,Success,/backup/prod-db02/20250912_031109.bak,
2025-09-12,02:58:13,03:23:13,prod-app01,Application Server,85.08,25,Success,/backup/prod-app01/20250912_025813.bak,
2025-09-12,02:02:56,02:21:56,prod-app02,Application Server,96.36,19,Success,/backup/prod-app02/20250912_020256.bak,
2025-09-12,02:33:14,03:04:14,prod-web01,Web Server,46.86,31,Success,/backup/prod-web01/20250912_023314.bak,
2025-09-13,02:28:22,02:58:22,prod-db01,PostgreSQL Database,155.09,30,Success,/backup/prod-db01/20250913_022822.bak,
2025-09-13,03:00:04,03:29:04,prod-db02,MySQL Database,283.55,29,Success,/backup/prod-db02/20250913_030004.bak,
2025-09-13,02:56:55,03:12:55,prod-app01,Application Server,133.62,16,Success,/backup/prod-app01/20250913_025655.bak,
2025-09-13,02:27:30,03:12:30,prod-app02,Application Server,125.89,45,Success,/backup/prod-app02/20250913_022730.bak,
2025-09-13,02:43:29,03:07:29,prod-web01,Web Server,54.51,24,Success,/backup/prod-web01/20250913_024329.bak,
2025-09-14,03:17:33,03:36:33,prod-db01,PostgreSQL Database,241.45,19,Success,/backup/prod-db01/20250914_031733.bak,
2025-09-14,02:42:44,03:18:44,prod-db02,MySQL Database,292.18,36,Success,/backup/prod-db02/20250914_024244.bak,
2025-09-14,03:14:29,03:53:29,prod-app01,Application Server,103.96,39,Success,/backup/prod-app01/20250914_031429.bak,
2025-09-14,02:09:57,02:31:57,prod-app02,Application Server,124.69,22,Success,/backup/prod-app02/20250914_020957.bak,
2025-09-14,03:54:55,04:30:55,prod-web01,Web Server,59.93,36,Failed,/backup/prod-web01/20250914_035455.bak,Network timeout
2025-09-15,02:27:16,03:09:16,prod-db01,PostgreSQL Database,239.77,42,Success,/backup/prod-db01/20250915_022716.bak,
2025-09-15,03:59:01,04:35:01,prod-db02,MySQL Database,285.67,36,Success,/backup/prod-db02/20250915_035901.bak,
2025-09-15,02:53:00,03:30:00,prod-app01,Application Server,139.85,37,Success,/backup/prod-app01/20250915_025300.bak,
2025-09-15,02:53:03,03:29:03,prod-app02,Application Server,148.67,36,Success,/backup/prod-app02/20250915_025303.bak,
2025-09-15,03:39:33,04:14:33,prod-web01,Web Server,49.3,35,Success,/backup/prod-web01/20250915_033933.bak,
2025-09-16,03:58:39,04:37:39,prod-db01,PostgreSQL Database,228.32,39,Success,/backup/prod-db01/20250916_035839.bak,
2025-09-16,03:37:01,04:15:01,prod-db02,MySQL Database,223.58,38,Success,/backup/prod-db02/20250916_033701.bak,
2025-09-16,02:52:28,03:29:28,prod-app01,Application Server,133.09,37,Success,/backup/prod-app01/20250916_025228.bak,
2025-09-16,02:01:45,02:36:45,prod-app02,Application Server,95.56,35,Success,/backup/prod-app02/20250916_020145.bak,
2025-09-16,03:14:29,03:39:29,prod-web01,Web Server,35.6,25,Success,/backup/prod-web01/20250916_031429.bak,
2025-09-17,03:49:55,04:30:55,prod-db01,PostgreSQL Database,157.05,41,Success,/backup/prod-db01/20250917_034955.bak,
2025-09-17,03:01:46,03:25:46,prod-db02,MySQL Database,298.17,24,Success,/backup/prod-db02/20250917_030146.bak,
2025-09-17,03:47:59,04:06:59,prod-app01,Application Server,97.7,19,Success,/backup/prod-app01/20250917_034759.bak,
2025-09-17,02:07:12,02:37:12,prod-app02,Application Server,149.31,30,Success,/backup/prod-app02/20250917_020712.bak,
2025-09-17,03:36:32,04:13:32,prod-web01,Web Server,40.75,37,Success,/backup/prod-web01/20250917_033632.bak,
2025-09-18,02:21:11,02:42:11,prod-db01,PostgreSQL Database,235.35,21,Success,/backup/prod-db01/20250918_022111.bak,
2025-09-18,02:31:29,03:13:29,prod-db02,MySQL Database,225.77,42,Success,/backup/prod-db02/20250918_023129.bak,
2025-09-18,03:38:54,04:21:54,prod-app01,Application Server,115.08,43,Success,/backup/prod-app01/20250918_033854.bak,
2025-09-18,02:24:15,02:49:15,prod-app02,Application Server,141.12,25,Success,/backup/prod-app02/20250918_022415.bak,
2025-09-18,02:35:28,03:05:28,prod-web01,Web Server,58.01,30,Success,/backup/prod-web01/20250918_023528.bak,
2025-09-19,02:15:38,02:53:38,prod-db01,PostgreSQL Database,231.91,38,Success,/backup/prod-db01/20250919_021538.bak,
2025-09-19,02:41:23,03:06:23,prod-db02,MySQL Database,266.57,25,Success,/backup/prod-db02/20250919_024123.bak,
2025-09-19,03:02:04,03:20:04,prod-app01,Application Server,96.35,18,Success,/backup/prod-app01/20250919_030204.bak,
2025-09-19,03:59:25,04:39:25,prod-app02,Application Server,144.79,40,Success,/backup/prod-app02/20250919_035925.bak,
2025-09-19,03:20:10,03:37:10,prod-web01,Web Server,30.49,17,Success,/backup/prod-web01/20250919_032010.bak,
2025-09-20,03:36:46,04:08:46,prod-db01,PostgreSQL Database,158.07,32,Success,/backup/prod-db01/20250920_033646.bak,
2025-09-20,02:43:55,03:28:55,prod-db02,MySQL Database,256.59,45,Success,/backup/prod-db02/20250920_024355.bak,
2025-09-20,02:00:10,02:26:10,prod-app01,Application Server,111.18,26,Success,/backup/prod-app01/20250920_020010.bak,
2025-09-20,03:10:17,03:30:17,prod-app02,Application Server,108.57,20,Success,/backup/prod-app02/20250920_031017.bak,
2025-09-20,03:35:55,03:58:55,prod-web01,Web Server,33.68,23,Success,/backup/prod-web01/20250920_033555.bak,
2025-09-21,03:43:34,04:23:34,prod-db01,PostgreSQL Database,213.98,40,Success,/backup/prod-db01/20250921_034334.bak,
2025-09-21,03:24:25,03:52:25,prod-db02,MySQL Database,291.52,28,Success,/backup/prod-db02/20250921_032425.bak,
2025-09-21,03:10:49,03:42:49,prod-app01,Application Server,126.21,32,Success,/backup/prod-app01/20250921_031049.bak,
2025-09-21,03:20:10,03:55:10,prod-app02,Application Server,107.6,35,Success,/backup/prod-app02/20250921_032010.bak,
2025-09-21,02:48:42,03:04:42,prod-web01,Web Server,49.75,16,Success,/backup/prod-web01/20250921_024842.bak,
2025-09-22,02:59:51,03:42:51,prod-db01,PostgreSQL Database,168.63,43,Success,/backup/prod-db01/20250922_025951.bak,
2025-09-22,02:54:18,03:31:18,prod-db02,MySQL Database,249.9,37,Success,/backup/prod-db02/20250922_025418.bak,
2025-09-22,03:31:08,04:00:08,prod-app01,Application Server,89.73,29,Success,/backup/prod-app01/20250922_033108.bak,
2025-09-22,02:59:15,03:44:15,prod-app02,Application Server,139.09,45,Success,/backup/prod-app02/20250922_025915.bak,
2025-09-22,02:23:14,02:51:14,prod-web01,Web Server,43.35,28,Success,/backup/prod-web01/20250922_022314.bak,
2025-09-23,02:51:12,03:12:12,prod-db01,PostgreSQL Database,165.94,21,Success,/backup/prod-db01/20250923_025112.bak,
2025-09-23,03:02:19,03:28:19,prod-db02,MySQL Database,257.33,26,Success,/backup/prod-db02/20250923_030219.bak,
2025-09-23,02:18:01,02:39:01,prod-app01,Application Server,104.8,21,Success,/backup/prod-app01/20250923_021801.bak,
2025-09-23,03:37:59,04:12:59,prod-app02,Application Server,157.18,35,Success,/backup/prod-app02/20250923_033759.bak,
2025-09-23,03:56:16,04:31:16,prod-web01,Web Server,34.52,35,Success,/backup/prod-web01/20250923_035616.bak,
2025-09-24,03:30:14,04:11:14,prod-db01,PostgreSQL Database,241.93,41,Success,/backup/prod-db01/20250924_033014.bak,
2025-09-24,02:10:58,02:29:58,prod-db02,MySQL Database,225.98,19,Success,/backup/prod-db02/20250924_021058.bak,
2025-09-24,03:01:07,03:28:07,prod-app01,Application Server,96.72,27,Success,/backup/prod-app01/20250924_030107.bak,
2025-09-24,03:02:58,03:26:58,prod-app02,Application Server,151.82,24,Success,/backup/prod-app02/20250924_030258.bak,
2025-09-24,03:05:04,03:29:04,prod-web01,Web Server,59.94,24,Success,/backup/prod-web01/20250924_030504.bak,
2025-09-25,02:51:17,03:06:17,prod-db01,PostgreSQL Database,162.26,15,Success,/backup/prod-db01/20250925_025117.bak,
2025-09-25,02:47:36,03:13:36,prod-db02,MySQL Database,216.41,26,Success,/backup/prod-db02/20250925_024736.bak,
2025-09-25,03:54:40,04:25:40,prod-app01,Application Server,113.0,31,Success,/backup/prod-app01/20250925_035440.bak,
2025-09-25,02:56:26,03:14:26,prod-app02,Application Server,105.93,18,Success,/backup/prod-app02/20250925_025626.bak,
2025-09-25,02:46:31,03:30:31,prod-web01,Web Server,35.67,44,Success,/backup/prod-web01/20250925_024631.bak,
2025-09-26,03:26:29,04:07:29,prod-db01,PostgreSQL Database,198.83,41,Success,/backup/prod-db01/20250926_032629.bak,
2025-09-26,02:01:06,02:41:06,prod-db02,MySQL Database,257.77,40,Success,/backup/prod-db02/20250926_020106.bak,
2025-09-26,03:49:30,04:23:30,prod-app01,Application Server,92.8,34,Success,/backup/prod-app01/20250926_034930.bak,
2025-09-26,02:28:45,02:54:45,prod-app02,Application Server,136.81,26,Success,/backup/prod-app02/20250926_022845.bak,
2025-09-26,03:35:59,04:20:59,prod-web01,Web Server,59.72,45,Success,/backup/prod-web01/20250926_033559.bak,
2025-09-27,03:22:43,03:42:43,prod-db01,PostgreSQL Database,216.73,20,Success,/backup/prod-db01/20250927_032243.bak,
2025-09-27,03:08:03,03:29:03,prod-db02,MySQL Database,267.96,21,Success,/backup/prod-db02/20250927_030803.bak,
2025-09-27,02:55:18,03:17:18,prod-app01,Application Server,93.46,22,Success,/backup/prod-app01/20250927_025518.bak,
2025-09-27,02:04:21,02:37:21,prod-app02,Application Server,135.47,33,Success,/backup/prod-app02/20250927_020421.bak,
2025-09-27,03:09:51,03:33:51,prod-web01,Web Server,54.86,24,Success,/backup/prod-web01/20250927_030951.bak,
2025-09-28,02:23:21,02:50:21,prod-db01,PostgreSQL Database,231.49,27,Success,/backup/prod-db01/20250928_022321.bak,
2025-09-28,03:26:53,04:07:53,prod-db02,MySQL Database,239.36,41,Success,/backup/prod-db02/20250928_032653.bak,
2025-09-28,03:12:39,03:54:39,prod-app01,Application Server,87.66,42,Success,/backup/prod-app01/20250928_031239.bak,
2025-09-28,03:28:06,03:49:06,prod-app02,Application Server,101.38,21,Success,/backup/prod-app02/20250928_032806.bak,
2025-09-28,03:04:32,03:32:32,prod-web01,Web Server,36.69,28,Success,/backup/prod-web01/20250928_030432.bak,
2025-09-29,03:30:40,04:15:40,prod-db01,PostgreSQL Database,177.92,45,Success,/backup/prod-db01/20250929_033040.bak,
2025-09-29,02:33:45,02:53:45,prod-db02,MySQL Database,277.06,20,Success,/backup/prod-db02/20250929_023345.bak,
2025-09-29,02:47:23,03:20:23,prod-app01,Application Server,86.91,33,Success,/backup/prod-app01/20250929_024723.bak,
2025-09-29,03:35:13,04:03:13,prod-app02,Application Server,138.25,28,Success,/backup/prod-app02/20250929_033513.bak,
2025-09-29,03:32:19,03:57:19,prod-web01,Web Server,43.6,25,Success,/backup/prod-web01/20250929_033219.bak,
2025-09-30,03:54:06,04:39:06,prod-db01,PostgreSQL Database,239.47,45,Success,/backup/prod-db01/20250930_035406.bak,
2025-09-30,03:47:53,04:16:53,prod-db02,MySQL Database,297.73,29,Success,/backup/prod-db02/20250930_034753.bak,
2025-09-30,03:07:43,03:34:43,prod-app01,Application Server,86.01,27,Success,/backup/prod-app01/20250930_030743.bak,
2025-09-30,02:05:21,02:38:21,prod-app02,Application Server,98.34,33,Success,/backup/prod-app02/20250930_020521.bak,
2025-09-30,03:09:49,03:39:49,prod-web01,Web Server,39.96,30,Success,/backup/prod-web01/20250930_030949.bak,
