バックアップ日,開始時刻,終了時刻,システム名,システム種別,サイズ(GB),所要時間(分),ステータス,バックアップファイル,エラーメッセージ
2025-05-09,02:15:14,02:31:14,prod-db01,PostgreSQL Database,232.58,16,Success,/backup/prod-db01/20250509_021514.bak,
2025-05-09,02:00:45,02:34:45,prod-db02,MySQL Database,264.59,34,Success,/backup/prod-db02/20250509_020045.bak,
2025-05-09,02:08:50,02:33:50,prod-app01,Application Server,90.97,25,Success,/backup/prod-app01/20250509_020850.bak,
2025-05-09,02:57:16,03:34:16,prod-app02,Application Server,115.98,37,Success,/backup/prod-app02/20250509_025716.bak,
2025-05-09,03:11:13,03:27:13,prod-web01,Web Server,34.96,16,Success,/backup/prod-web01/20250509_031113.bak,
2025-05-10,02:22:30,02:50:30,prod-db01,PostgreSQL Database,159.45,28,Success,/backup/prod-db01/20250510_022230.bak,
2025-05-10,02:09:49,02:27:49,prod-db02,MySQL Database,217.7,18,Success,/backup/prod-db02/20250510_020949.bak,
2025-05-10,03:11:26,03:33:26,prod-app01,Application Server,99.68,22,Success,/backup/prod-app01/20250510_031126.bak,
2025-05-10,02:17:48,02:32:48,prod-app02,Application Server,148.42,15,Success,/backup/prod-app02/20250510_021748.bak,
2025-05-10,03:58:03,04:39:03,prod-web01,Web Server,37.91,41,Success,/backup/prod-web01/20250510_035803.bak,
2025-05-11,02:11:56,02:26:56,prod-db01,PostgreSQL Database,232.73,15,Success,/backup/prod-db01/20250511_021156.bak,
2025-05-11,02:53:12,03:08:12,prod-db02,MySQL Database,284.77,15,Success,/backup/prod-db02/20250511_025312.bak,
2025-05-11,03:44:40,04:05:40,prod-app01,Application Server,134.55,21,Success,/backup/prod-app01/20250511_034440.bak,
2025-05-11,02:42:14,03:19:14,prod-app02,Application Server,91.71,37,Success,/backup/prod-app02/20250511_024214.bak,
2025-05-11,03:02:56,03:18:56,prod-web01,Web Server,59.14,16,Success,/backup/prod-web01/20250511_030256.bak,
2025-05-12,03:48:49,04:28:49,prod-db01,PostgreSQL Database,192.59,40,Success,/backup/prod-db01/20250512_034849.bak,
2025-05-12,03:48:49,04:15:49,prod-db02,MySQL Database,243.73,27,Success,/backup/prod-db02/20250512_034849.bak,
2025-05-12,03:17:33,03:52:33,prod-app01,Application Server,90.03,35,Success,/backup/prod-app01/20250512_031733.bak,
2025-05-12,03:11:58,03:34:58,prod-app02,Application Server,146.93,23,Success,/backup/prod-app02/20250512_031158.bak,
2025-05-12,02:23:01,02:59:01,prod-web01,Web Server,34.66,36,Success,/backup/prod-web01/20250512_022301.bak,
2025-05-13,02:14:47,02:49:47,prod-db01,PostgreSQL Database,199.41,35,Success,/backup/prod-db01/20250513_021447.bak,
2025-05-13,02:35:19,03:04:19,prod-db02,MySQL Database,202.25,29,Success,/backup/prod-db02/20250513_023519.bak,
2025-05-13,03:22:26,03:52:26,prod-app01,Application Server,91.46,30,Success,/backup/prod-app01/20250513_032226.bak,
2025-05-13,02:08:32,02:51:32,prod-app02,Application Server,131.52,43,Success,/backup/prod-app02/20250513_020832.bak,
2025-05-13,03:38:20,04:00:20,prod-web01,Web Server,30.74,22,Success,/backup/prod-web01/20250513_033820.bak,
2025-05-14,03:38:09,04:02:09,prod-db01,PostgreSQL Database,176.82,24,Success,/backup/prod-db01/20250514_033809.bak,
2025-05-14,02:58:37,03:35:37,prod-db02,MySQL Database,205.45,37,Success,/backup/prod-db02/20250514_025837.bak,
2025-05-14,02:19:29,02:54:29,prod-app01,Application Server,130.57,35,Success,/backup/prod-app01/20250514_021929.bak,
2025-05-14,03:23:27,03:38:27,prod-app02,Application Server,154.19,15,Success,/backup/prod-app02/20250514_032327.bak,
2025-05-14,02:13:06,02:43:06,prod-web01,Web Server,52.41,30,Success,/backup/prod-web01/20250514_021306.bak,
2025-05-15,02:49:24,03:21:24,prod-db01,PostgreSQL Database,220.23,32,Success,/backup/prod-db01/20250515_024924.bak,
2025-05-15,03:49:56,04:06:56,prod-db02,MySQL Database,232.65,17,Success,/backup/prod-db02/20250515_034956.bak,
2025-05-15,02:15:41,02:58:41,prod-app01,Application Server,105.12,43,Success,/backup/prod-app01/20250515_021541.bak,
2025-05-15,02:00:28,02:27:28,prod-app02,Application Server,153.38,27,Success,/backup/prod-app02/20250515_020028.bak,
2025-05-15,02:02:24,02:21:24,prod-web01,Web Server,57.95,19,Success,/backup/prod-web01/20250515_020224.bak,
2025-05-16,02:54:43,03:23:43,prod-db01,PostgreSQL Database,182.37,29,Success,/backup/prod-db01/20250516_025443.bak,
2025-05-16,02:11:24,02:55:24,prod-db02,MySQL Database,286.37,44,Success,/backup/prod-db02/20250516_021124.bak,
2025-05-16,03:38:06,04:03:06,prod-app01,Application Server,91.08,25,Success,/backup/prod-app01/20250516_033806.bak,
2025-05-16,02:08:27,02:37:27,prod-app02,Application Server,139.74,29,Success,/backup/prod-app02/20250516_020827.bak,
2025-05-16,03:54:40,04:11:40,prod-web01,Web Server,47.12,17,Success,/backup/prod-web01/20250516_035440.bak,
2025-05-17,02:35:21,03:15:21,prod-db01,PostgreSQL Database,225.23,40,Success,/backup/prod-db01/20250517_023521.bak,
2025-05-17,02:19:08,02:34:08,prod-db02,MySQL Database,286.07,15,Success,/backup/prod-db02/20250517_021908.bak,
2025-05-17,02:28:08,02:46:08,prod-app01,Application Server,132.26,18,Success,/backup/prod-app01/20250517_022808.bak,
2025-05-17,03:19:31,04:01:31,prod-app02,Application Server,132.1,42,Success,/backup/prod-app02/20250517_031931.bak,
2025-05-17,03:19:37,03:49:37,prod-web01,Web Server,53.38,30,Success,/backup/prod-web01/20250517_031937.bak,
2025-05-18,02:08:58,02:42:58,prod-db01,PostgreSQL Database,171.89,34,Success,/backup/prod-db01/20250518_020858.bak,
2025-05-18,02:19:18,02:59:18,prod-db02,MySQL Database,232.55,40,Success,/backup/prod-db02/20250518_021918.bak,
2025-05-18,02:55:42,03:23:42,prod-app01,Application Server,131.01,28,Success,/backup/prod-app01/20250518_025542.bak,
2025-05-18,03:12:16,03:50:16,prod-app02,Application Server,159.98,38,Success,/backup/prod-app02/20250518_031216.bak,
2025-05-18,03:43:05,04:12:05,prod-web01,Web Server,57.51,29,Success,/backup/prod-web01/20250518_034305.bak,
2025-05-19,02:13:54,02:31:54,prod-db01,PostgreSQL Database,173.75,18,Success,/backup/prod-db01/20250519_021354.bak,
2025-05-19,03:58:08,04:29:08,prod-db02,MySQL Database,236.03,31,Success,/backup/prod-db02/20250519_035808.bak,
2025-05-19,02:44:46,02:59:46,prod-app01,Application Server,127.83,15,Success,/backup/prod-app01/20250519_024446.bak,
2025-05-19,03:06:38,03:21:38,prod-app02,Application Server,115.83,15,Success,/backup/prod-app02/20250519_030638.bak,
2025-05-19,03:12:14,03:28:14,prod-web01,Web Server,35.99,16,Success,/backup/prod-web01/20250519_031214.bak,
2025-05-20,03:14:54,03:42:54,prod-db01,PostgreSQL Database,175.97,28,Success,/backup/prod-db01/20250520_031454.bak,
2025-05-20,03:41:10,03:59:10,prod-db02,MySQL Database,200.91,18,Success,/backup/prod-db02/20250520_034110.bak,
2025-05-20,03:38:28,03:58:28,prod-app01,Application Server,92.18,20,Success,/backup/prod-app01/20250520_033828.bak,
2025-05-20,03:29:30,04:06:30,prod-app02,Application Server,118.57,37,Success,/backup/prod-app02/20250520_032930.bak,
2025-05-20,03:10:20,03:47:20,prod-web01,Web Server,47.22,37,Success,/backup/prod-web01/20250520_031020.bak,
2025-05-21,02:07:18,02:45:18,prod-db01,PostgreSQL Database,214.88,38,Success,/backup/prod-db01/20250521_020718.bak,
2025-05-21,02:44:44,03:10:44,prod-db02,MySQL Database,215.04,26,Success,/backup/prod-db02/20250521_024444.bak,
2025-05-21,02:58:41,03:38:41,prod-app01,Application Server,129.24,40,Success,/backup/prod-app01/20250521_025841.bak,
2025-05-21,02:38:07,02:58:07,prod-app02,Application Server,104.88,20,Success,/backup/prod-app02/20250521_023807.bak,
2025-05-21,03:42:13,04:23:13,prod-web01,Web Server,56.24,41,Success,/backup/prod-web01/20250521_034213.bak,
2025-05-22,03:03:45,03:18:45,prod-db01,PostgreSQL Database,224.1,15,Success,/backup/prod-db01/20250522_030345.bak,
2025-05-22,03:11:39,03:29:39,prod-db02,MySQL Database,266.42,18,Success,/backup/prod-db02/20250522_031139.bak,
2025-05-22,03:29:05,04:03:05,prod-app01,Application Server,98.93,34,Success,/backup/prod-app01/20250522_032905.bak,
2025-05-22,03:34:42,04:07:42,prod-app02,Application Server,142.82,33,Success,/backup/prod-app02/20250522_033442.bak,
2025-05-22,02:12:14,02:31:14,prod-web01,Web Server,45.66,19,Success,/backup/prod-web01/20250522_021214.bak,
2025-05-23,03:48:03,04:03:03,prod-db01,PostgreSQL Database,206.11,15,Success,/backup/prod-db01/20250523_034803.bak,
2025-05-23,02:37:39,02:53:39,prod-db02,MySQL Database,286.37,16,Success,/backup/prod-db02/20250523_023739.bak,
2025-05-23,03:21:53,03:42:53,prod-app01,Application Server,94.23,21,Success,/backup/prod-app01/20250523_032153.bak,
2025-05-23,02:18:04,02:47:04,prod-app02,Application Server,121.39,29,Success,/backup/prod-app02/20250523_021804.bak,
2025-05-23,02:35:27,03:10:27,prod-web01,Web Server,40.08,35,Success,/backup/prod-web01/20250523_023527.bak,
2025-05-24,03:50:23,04:09:23,prod-db01,PostgreSQL Database,210.68,19,Success,/backup/prod-db01/20250524_035023.bak,
2025-05-24,02:46:59,03:21:59,prod-db02,MySQL Database,294.45,35,Success,/backup/prod-db02/20250524_024659.bak,
2025-05-24,03:32:58,04:04:58,prod-app01,Application Server,100.05,32,Success,/backup/prod-app01/20250524_033258.bak,
2025-05-24,03:17:18,03:46:18,prod-app02,Application Server,143.17,29,Success,/backup/prod-app02/20250524_031718.bak,
2025-05-24,02:30:52,02:47:52,prod-web01,Web Server,45.76,17,Success,/backup/prod-web01/20250524_023052.bak,
2025-05-25,03:36:40,04:09:40,prod-db01,PostgreSQL Database,249.51,33,Success,/backup/prod-db01/20250525_033640.bak,
2025-05-25,03:13:11,03:55:11,prod-db02,MySQL Database,258.1,42,Success,/backup/prod-db02/20250525_031311.bak,
2025-05-25,03:58:38,04:32:38,prod-app01,Application Server,133.42,34,Success,/backup/prod-app01/20250525_035838.bak,
2025-05-25,03:39:27,04:04:27,prod-app02,Application Server,136.06,25,Success,/backup/prod-app02/20250525_033927.bak,
2025-05-25,03:32:18,04:02:18,prod-web01,Web Server,42.25,30,Success,/backup/prod-web01/20250525_033218.bak,
2025-05-26,03:10:05,03:51:05,prod-db01,PostgreSQL Database,154.26,41,Success,/backup/prod-db01/20250526_031005.bak,
2025-05-26,03:42:53,03:59:53,prod-db02,MySQL Database,282.21,17,Success,/backup/prod-db02/20250526_034253.bak,
2025-05-26,03:20:15,03:47:15,prod-app01,Application Server,126.02,27,Success,/backup/prod-app01/20250526_032015.bak,
2025-05-26,03:26:29,03:51:29,prod-app02,Application Server,144.28,25,Success,/backup/prod-app02/20250526_032629.bak,
2025-05-26,02:30:31,03:04:31,prod-web01,Web Server,43.44,34,Success,/backup/prod-web01/20250526_023031.bak,
2025-05-27,02:39:03,03:20:03,prod-db01,PostgreSQL Database,181.4,41,Success,/backup/prod-db01/20250527_023903.bak,
2025-05-27,02:04:05,02:21:05,prod-db02,MySQL Database,258.15,17,Success,/backup/prod-db02/20250527_020405.bak,
2025-05-27,03:20:29,03:53:29,prod-app01,Application Server,80.73,33,Success,/backup/prod-app01/20250527_032029.bak,
2025-05-27,02:38:23,03:10:23,prod-app02,Application Server,119.03,32,Success,/backup/prod-app02/20250527_023823.bak,
2025-05-27,03:25:34,04:05:34,prod-web01,Web Server,58.47,40,Success,/backup/prod-web01/20250527_032534.bak,
2025-05-28,02:40:22,02:58:22,prod-db01,PostgreSQL Database,244.73,18,Success,/backup/prod-db01/20250528_024022.bak,
2025-05-28,03:13:16,03:52:16,prod-db02,MySQL Database,224.3,39,Success,/backup/prod-db02/20250528_031316.bak,
2025-05-28,03:42:39,04:04:39,prod-app01,Application Server,95.21,22,Success,/backup/prod-app01/20250528_034239.bak,
2025-05-28,03:43:51,04:05:51,prod-app02,Application Server,124.98,22,Success,/backup/prod-app02/20250528_034351.bak,
2025-05-28,02:46:09,03:31:09,prod-web01,Web Server,51.37,45,Success,/backup/prod-web01/20250528_024609.bak,
2025-05-29,03:15:05,03:40:05,prod-db01,PostgreSQL Database,185.51,25,Success,/backup/prod-db01/20250529_031505.bak,
2025-05-29,02:03:34,02:40:34,prod-db02,MySQL Database,283.14,37,Success,/backup/prod-db02/20250529_020334.bak,
2025-05-29,02:33:58,03:01:58,prod-app01,Application Server,149.63,28,Success,/backup/prod-app01/20250529_023358.bak,
2025-05-29,03:46:27,04:03:27,prod-app02,Application Server,116.64,17,Success,/backup/prod-app02/20250529_034627.bak,
2025-05-29,03:34:59,04:10:59,prod-web01,Web Server,54.21,36,Success,/backup/prod-web01/20250529_033459.bak,
2025-05-30,02:52:01,03:17:01,prod-db01,PostgreSQL Database,245.05,25,Success,/backup/prod-db01/20250530_025201.bak,
2025-05-30,03:12:54,03:57:54,prod-db02,MySQL Database,202.17,45,Success,/backup/prod-db02/20250530_031254.bak,
2025-05-30,03:56:32,04:30:32,prod-app01,Application Server,149.93,34,Success,/backup/prod-app01/20250530_035632.bak,
2025-05-30,03:16:44,03:36:44,prod-app02,Application Server,106.62,20,Success,/backup/prod-app02/20250530_031644.bak,
2025-05-30,02:08:42,02:42:42,prod-web01,Web Server,44.18,34,Success,/backup/prod-web01/20250530_020842.bak,
2025-05-31,02:27:57,02:50:57,prod-db01,PostgreSQL Database,223.67,23,Success,/backup/prod-db01/20250531_022757.bak,
2025-05-31,03:02:53,03:21:53,prod-db02,MySQL Database,245.69,19,Success,/backup/prod-db02/20250531_030253.bak,
2025-05-31,03:34:21,03:54:21,prod-app01,Application Server,95.37,20,Success,/backup/prod-app01/20250531_033421.bak,
2025-05-31,03:02:23,03:36:23,prod-app02,Application Server,92.88,34,Success,/backup/prod-app02/20250531_030223.bak,
2025-05-31,02:25:04,02:58:04,prod-web01,Web Server,56.34,33,Success,/backup/prod-web01/20250531_022504.bak,
