実行日,開始時刻,終了時刻,ジョブID,ジョブ名,所要時間(分),処理件数,ステータス,エラーメッセージ
2025-09-02,21:47:58,21:52:58,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,132,Success,
2025-09-02,22:52:21,22:54:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,210,Success,
2025-09-02,23:09:20,23:11:20,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,418,Success,
2025-09-03,00:30:45,00:50:45,DAILY_SALES_SUMMARY,日次売上集計,20,11927,Success,
2025-09-03,01:05:00,01:43:00,DAILY_INVENTORY_UPDATE,日次在庫更新,38,7317,Success,
2025-09-03,02:05:56,02:26:56,DAILY_CUSTOMER_SYNC,日次顧客情報同期,21,5016,Success,
2025-09-03,03:02:32,03:53:32,DAILY_REPORT_GEN,日次レポート生成,51,47056,Success,
2025-09-03,00:47:58,00:51:58,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,225,Success,
2025-09-03,01:17:33,01:19:33,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,199,Success,
2025-09-03,02:17:39,02:22:39,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,470,Success,
2025-09-03,03:36:40,03:38:40,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,354,Success,
2025-09-03,04:30:02,04:33:02,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,353,Success,
2025-09-03,05:04:39,05:08:39,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,286,Success,
2025-09-03,06:28:10,06:32:10,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,461,Success,
2025-09-03,07:47:37,07:51:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,168,Success,
2025-09-03,08:14:37,08:17:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,448,Success,
2025-09-03,09:06:57,09:08:57,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,498,Success,
2025-09-03,10:29:10,10:33:10,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,473,Success,
2025-09-03,11:54:48,11:56:48,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,404,Success,
2025-09-03,12:50:47,12:55:47,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,192,Success,
2025-09-03,13:34:23,13:37:23,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,432,Success,
2025-09-03,14:53:17,14:57:17,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,262,Success,
2025-09-03,15:29:52,15:32:52,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,381,Success,
2025-09-03,16:14:41,16:16:41,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,242,Success,
2025-09-03,17:59:23,18:02:23,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,307,Success,
2025-09-03,18:03:37,18:06:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,277,Success,
2025-09-03,19:15:12,19:17:12,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,191,Success,
2025-09-03,20:17:34,20:22:34,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,229,Success,
2025-09-03,21:29:45,21:33:45,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,297,Success,
2025-09-03,22:08:30,22:11:30,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,178,Success,
2025-09-03,23:13:41,23:18:41,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,441,Success,
2025-09-04,00:29:22,00:49:22,DAILY_SALES_SUMMARY,日次売上集計,20,25666,Success,
2025-09-04,01:00:15,01:25:15,DAILY_INVENTORY_UPDATE,日次在庫更新,25,35240,Success,
2025-09-04,02:02:04,02:26:04,DAILY_CUSTOMER_SYNC,日次顧客情報同期,24,15768,Success,
2025-09-04,03:00:50,03:42:50,DAILY_REPORT_GEN,日次レポート生成,42,48450,Success,
2025-09-04,00:48:37,00:51:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,372,Success,
2025-09-04,01:21:33,01:26:33,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,406,Success,
2025-09-04,02:55:27,03:00:27,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,362,Success,
2025-09-04,03:28:28,03:32:28,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,495,Success,
2025-09-04,04:20:24,04:24:24,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,419,Success,
2025-09-04,05:48:37,05:50:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,393,Success,
2025-09-04,06:19:27,06:23:27,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,176,Success,
2025-09-04,07:02:12,07:06:12,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,381,Success,
2025-09-04,08:42:40,08:47:40,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,106,Success,
2025-09-04,09:27:36,09:31:36,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,450,Success,
2025-09-04,10:32:01,10:37:01,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,416,Success,
2025-09-04,11:16:49,11:19:49,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,178,Success,
2025-09-04,12:59:08,13:04:08,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,345,Success,
2025-09-04,13:02:21,13:04:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,270,Success,
2025-09-04,14:39:00,14:44:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,336,Success,
2025-09-04,15:36:49,15:40:49,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,259,Success,
2025-09-04,16:49:31,16:53:31,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,191,Success,
2025-09-04,17:34:08,17:39:08,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,353,Success,
2025-09-04,18:07:24,18:11:24,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,195,Success,
2025-09-04,19:09:16,19:14:16,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,145,Success,
2025-09-04,20:43:54,20:47:54,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,169,Success,
2025-09-04,21:36:55,21:40:55,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,207,Success,
2025-09-04,22:56:46,22:58:46,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,230,Success,
2025-09-04,23:46:54,23:48:54,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,455,Success,
2025-09-05,00:34:15,00:49:15,DAILY_SALES_SUMMARY,日次売上集計,15,13050,Success,
2025-09-05,01:01:20,01:30:20,DAILY_INVENTORY_UPDATE,日次在庫更新,29,9059,Success,
2025-09-05,02:01:07,02:23:07,DAILY_CUSTOMER_SYNC,日次顧客情報同期,22,29622,Success,
2025-09-05,03:00:53,03:31:53,DAILY_REPORT_GEN,日次レポート生成,31,0,Failed,Memory overflow
2025-09-05,00:38:23,00:41:23,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,113,Success,
2025-09-05,01:13:53,01:16:53,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,366,Success,
2025-09-05,02:07:14,02:09:14,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,103,Success,
2025-09-05,03:03:01,03:07:01,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,489,Success,
2025-09-05,04:17:32,04:21:32,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,100,Success,
2025-09-05,05:06:59,05:08:59,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,483,Success,
2025-09-05,06:41:00,06:45:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,321,Success,
2025-09-05,07:04:52,07:08:52,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,382,Success,
2025-09-05,08:54:30,08:59:30,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,226,Success,
2025-09-05,09:14:25,09:18:25,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,182,Success,
2025-09-05,10:46:16,10:51:16,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,134,Success,
2025-09-05,11:35:16,11:40:16,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,480,Success,
2025-09-05,12:58:29,13:02:29,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,434,Success,
2025-09-05,13:23:01,13:26:01,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,186,Success,
2025-09-05,14:27:54,14:29:54,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,148,Success,
2025-09-05,15:11:37,15:15:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,182,Success,
2025-09-05,16:25:29,16:29:29,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,214,Success,
2025-09-05,17:39:15,17:41:15,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,341,Success,
2025-09-05,18:11:05,18:14:05,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,151,Success,
2025-09-05,19:56:37,20:00:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,393,Success,
2025-09-05,20:26:42,20:31:42,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,478,Success,
2025-09-05,21:18:41,21:21:41,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,291,Success,
2025-09-05,22:05:02,22:10:02,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,257,Success,
2025-09-05,23:49:46,23:51:46,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,146,Success,
2025-09-06,00:32:59,01:00:59,DAILY_SALES_SUMMARY,日次売上集計,28,0,Failed,Timeout error
2025-09-06,01:05:53,01:41:53,DAILY_INVENTORY_UPDATE,日次在庫更新,36,39054,Success,
2025-09-06,02:00:04,02:19:04,DAILY_CUSTOMER_SYNC,日次顧客情報同期,19,38627,Success,
2025-09-06,03:01:27,03:34:27,DAILY_REPORT_GEN,日次レポート生成,33,12533,Success,
2025-09-06,00:08:58,00:11:58,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,285,Success,
2025-09-06,01:17:11,01:19:11,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,108,Success,
2025-09-06,02:41:38,02:44:38,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,279,Success,
2025-09-06,03:03:34,03:05:34,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,383,Success,
2025-09-06,04:34:47,04:36:47,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,161,Success,
2025-09-06,05:58:20,06:02:20,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,225,Success,
2025-09-06,06:56:32,07:00:32,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,252,Success,
2025-09-06,07:16:42,07:21:42,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,172,Success,
2025-09-06,08:26:10,08:29:10,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,157,Success,
2025-09-06,09:52:18,09:56:18,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,172,Success,
2025-09-06,10:22:14,10:27:14,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,201,Success,
2025-09-06,11:33:08,11:36:08,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,362,Success,
2025-09-06,12:28:48,12:30:48,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,366,Success,
2025-09-06,13:29:24,13:33:24,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,320,Success,
2025-09-06,14:24:17,14:27:17,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,454,Success,
2025-09-06,15:44:15,15:49:15,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,122,Success,
2025-09-06,16:21:19,16:24:19,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,461,Success,
2025-09-06,17:47:30,17:52:30,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,320,Success,
2025-09-06,18:02:32,18:04:32,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,452,Success,
2025-09-06,19:12:32,19:15:32,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,361,Success,
2025-09-06,20:35:48,20:37:48,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,482,Success,
2025-09-06,21:57:55,22:00:55,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,293,Success,
2025-09-06,22:07:18,22:09:18,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,229,Success,
2025-09-06,23:36:47,23:40:47,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,172,Success,
2025-09-07,00:35:49,00:57:49,DAILY_SALES_SUMMARY,日次売上集計,22,8594,Success,
2025-09-07,01:00:42,01:25:42,DAILY_INVENTORY_UPDATE,日次在庫更新,25,27300,Success,
2025-09-07,02:00:14,02:22:14,DAILY_CUSTOMER_SYNC,日次顧客情報同期,22,47692,Success,
2025-09-07,03:00:08,03:32:08,DAILY_REPORT_GEN,日次レポート生成,32,3140,Success,
2025-09-07,00:40:17,00:44:17,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,196,Success,
2025-09-07,01:28:21,01:32:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,385,Success,
2025-09-07,02:54:00,02:57:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,379,Success,
2025-09-07,03:31:32,03:34:32,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,299,Success,
2025-09-07,04:51:44,04:53:44,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,258,Success,
2025-09-07,05:17:50,05:22:50,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,187,Success,
2025-09-07,06:13:14,06:18:14,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,487,Success,
2025-09-07,07:37:55,07:39:55,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,485,Success,
2025-09-07,08:38:28,08:40:28,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,470,Success,
2025-09-07,09:41:07,09:46:07,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,144,Success,
2025-09-07,10:18:58,10:22:58,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,479,Success,
2025-09-07,11:36:21,11:38:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,269,Success,
2025-09-07,12:25:51,12:29:51,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,416,Success,
2025-09-07,13:14:00,13:16:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,416,Success,
2025-09-07,14:48:40,14:51:40,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,427,Success,
2025-09-07,15:44:22,15:48:22,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,446,Success,
2025-09-07,16:44:05,16:46:05,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,295,Success,
2025-09-07,17:45:04,17:47:04,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,288,Success,
2025-09-07,18:53:42,18:55:42,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,116,Success,
2025-09-07,19:44:42,19:49:42,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,302,Success,
2025-09-07,20:36:58,20:38:58,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,302,Success,
2025-09-07,21:33:12,21:35:12,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,221,Success,
2025-09-07,22:08:45,22:11:45,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,294,Success,
2025-09-07,23:40:08,23:42:08,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,278,Success,
2025-09-08,00:27:49,00:49:49,DAILY_SALES_SUMMARY,日次売上集計,22,10457,Success,
2025-09-08,01:03:19,01:43:19,DAILY_INVENTORY_UPDATE,日次在庫更新,40,8967,Success,
2025-09-08,02:03:59,02:25:59,DAILY_CUSTOMER_SYNC,日次顧客情報同期,22,27108,Success,
2025-09-08,03:00:47,03:53:47,DAILY_REPORT_GEN,日次レポート生成,53,42917,Success,
2025-09-08,04:00:54,05:51:54,WEEKLY_BACKUP_VERIFY,週次バックアップ検証,111,10111,Success,
2025-09-08,00:02:16,00:06:16,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,467,Success,
2025-09-08,01:40:05,01:42:05,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,301,Success,
2025-09-08,02:58:47,03:03:47,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,493,Success,
2025-09-08,03:06:56,03:10:56,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,349,Success,
2025-09-08,04:18:17,04:23:17,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,213,Success,
2025-09-08,05:16:44,05:19:44,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,239,Success,
2025-09-08,06:31:05,06:35:05,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,260,Success,
2025-09-08,07:42:23,07:46:23,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,384,Success,
2025-09-08,08:58:42,09:00:42,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,203,Success,
2025-09-08,09:58:39,10:03:39,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,114,Success,
2025-09-08,10:33:29,10:35:29,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,323,Success,
2025-09-08,11:21:46,11:25:46,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,254,Success,
2025-09-08,12:07:54,12:09:54,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,262,Success,
2025-09-08,13:32:15,13:34:15,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,407,Success,
2025-09-08,14:34:31,14:38:31,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,391,Success,
2025-09-08,15:45:59,15:47:59,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,433,Success,
2025-09-08,16:47:31,16:50:31,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,140,Success,
2025-09-08,17:27:58,17:31:58,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,366,Success,
2025-09-08,18:29:48,18:31:48,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,103,Success,
2025-09-08,19:28:13,19:30:13,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,443,Success,
2025-09-08,20:47:31,20:49:31,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,422,Success,
2025-09-08,21:06:45,21:09:45,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,398,Success,
2025-09-08,22:49:22,22:52:22,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,205,Success,
2025-09-08,23:46:56,23:50:56,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,177,Success,
2025-09-09,00:28:14,00:47:14,DAILY_SALES_SUMMARY,日次売上集計,19,36102,Success,
2025-09-09,01:01:54,01:32:54,DAILY_INVENTORY_UPDATE,日次在庫更新,31,44613,Success,
2025-09-09,02:04:08,02:26:08,DAILY_CUSTOMER_SYNC,日次顧客情報同期,22,37894,Success,
2025-09-09,03:00:52,04:00:52,DAILY_REPORT_GEN,日次レポート生成,60,29681,Success,
2025-09-09,00:05:46,00:09:46,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,450,Success,
2025-09-09,01:51:01,01:54:01,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,126,Success,
2025-09-09,02:36:53,02:40:53,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,325,Success,
2025-09-09,03:22:39,03:24:39,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,161,Success,
2025-09-09,04:28:28,04:32:28,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,113,Success,
2025-09-09,05:56:29,05:58:29,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,366,Success,
2025-09-09,06:48:38,06:52:38,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,447,Success,
2025-09-09,07:35:13,07:37:13,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,454,Success,
2025-09-09,08:59:00,09:02:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,199,Success,
2025-09-09,09:43:31,09:48:31,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,151,Success,
2025-09-09,10:14:26,10:17:26,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,403,Success,
2025-09-09,11:52:57,11:54:57,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,256,Success,
