実行日,開始時刻,終了時刻,ジョブID,ジョブ名,所要時間(分),処理件数,ステータス,エラーメッセージ
2025-06-07,02:00:44,02:15:44,DAILY_CUSTOMER_SYNC,日次顧客情報同期,15,36645,Success,
2025-06-07,03:05:12,03:53:12,DAILY_REPORT_GEN,日次レポート生成,48,33885,Success,
2025-06-07,00:17:53,00:20:53,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,127,Success,
2025-06-07,01:21:18,01:26:18,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,128,Success,
2025-06-07,02:43:01,02:45:01,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,223,Success,
2025-06-07,03:16:26,03:19:26,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,216,Success,
2025-06-07,04:02:11,04:04:11,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,383,Success,
2025-06-07,05:15:40,05:20:40,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,281,Success,
2025-06-07,06:30:40,06:34:40,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,442,Success,
2025-06-07,07:47:19,07:52:19,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,252,Success,
2025-06-07,08:39:18,08:44:18,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,363,Success,
2025-06-07,09:45:34,09:49:34,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,499,Success,
2025-06-07,10:48:36,10:52:36,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,243,Success,
2025-06-07,11:18:01,11:20:01,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,425,Success,
2025-06-07,12:13:44,12:18:44,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,253,Success,
2025-06-07,13:15:37,13:17:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,464,Success,
2025-06-07,14:52:17,14:57:17,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,161,Success,
2025-06-07,15:01:41,15:03:41,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,291,Success,
2025-06-07,16:39:33,16:42:33,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,209,Success,
2025-06-07,17:07:20,17:11:20,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,171,Success,
2025-06-07,18:30:48,18:34:48,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,314,Success,
2025-06-07,19:37:04,19:40:04,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,231,Success,
2025-06-07,20:43:43,20:46:43,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,0,Failed,Timeout error
2025-06-07,21:19:55,21:23:55,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,245,Success,
2025-06-07,22:38:06,22:43:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,393,Success,
2025-06-07,23:33:35,23:36:35,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,129,Success,
2025-06-08,00:32:47,00:51:47,DAILY_SALES_SUMMARY,日次売上集計,19,27567,Success,
2025-06-08,01:00:29,01:32:29,DAILY_INVENTORY_UPDATE,日次在庫更新,32,20195,Success,
2025-06-08,02:00:54,02:21:54,DAILY_CUSTOMER_SYNC,日次顧客情報同期,21,15462,Success,
2025-06-08,03:03:07,03:56:07,DAILY_REPORT_GEN,日次レポート生成,53,13551,Success,
2025-06-08,00:03:00,00:05:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,493,Success,
2025-06-08,01:53:35,01:55:35,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,437,Success,
2025-06-08,02:01:40,02:06:40,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,102,Success,
2025-06-08,03:20:23,03:22:23,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,311,Success,
2025-06-08,04:53:34,04:58:34,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,133,Success,
2025-06-08,05:46:01,05:49:01,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,219,Success,
2025-06-08,06:31:41,06:34:41,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,160,Success,
2025-06-08,07:48:37,07:50:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,353,Success,
2025-06-08,08:59:54,09:03:54,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,206,Success,
2025-06-08,09:48:17,09:53:17,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,378,Success,
2025-06-08,10:42:00,10:47:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,454,Success,
2025-06-08,11:32:27,11:36:27,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,167,Success,
2025-06-08,12:44:00,12:49:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,195,Success,
2025-06-08,13:39:42,13:43:42,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,385,Success,
2025-06-08,14:13:50,14:16:50,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,438,Success,
2025-06-08,15:42:15,15:45:15,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,283,Success,
2025-06-08,16:36:42,16:41:42,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,360,Success,
2025-06-08,17:29:03,17:32:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,418,Success,
2025-06-08,18:06:45,18:09:45,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,352,Success,
2025-06-08,19:21:29,19:25:29,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,318,Success,
2025-06-08,20:28:22,20:30:22,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,185,Success,
2025-06-08,21:45:11,21:49:11,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,161,Success,
2025-06-08,22:04:41,22:06:41,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,249,Success,
2025-06-08,23:03:15,23:06:15,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,189,Success,
2025-06-09,00:28:10,00:51:10,DAILY_SALES_SUMMARY,日次売上集計,23,49157,Success,
2025-06-09,01:00:00,01:30:00,DAILY_INVENTORY_UPDATE,日次在庫更新,30,15101,Success,
2025-06-09,02:05:25,02:19:25,DAILY_CUSTOMER_SYNC,日次顧客情報同期,14,38268,Success,
2025-06-09,03:03:34,03:35:34,DAILY_REPORT_GEN,日次レポート生成,32,13957,Success,
2025-06-09,04:00:56,05:56:56,WEEKLY_BACKUP_VERIFY,週次バックアップ検証,116,1039,Success,
2025-06-09,00:47:39,00:50:39,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,123,Success,
2025-06-09,01:23:15,01:28:15,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,281,Success,
2025-06-09,02:36:30,02:39:30,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,397,Success,
2025-06-09,03:01:01,03:04:01,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,360,Success,
2025-06-09,04:36:23,04:40:23,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,355,Success,
2025-06-09,05:35:09,05:37:09,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,114,Success,
2025-06-09,06:48:47,06:51:47,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,384,Success,
2025-06-09,07:50:20,07:54:20,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,484,Success,
2025-06-09,08:19:53,08:24:53,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,482,Success,
2025-06-09,09:18:21,09:22:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,498,Success,
2025-06-09,10:12:06,10:14:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,187,Success,
2025-06-09,11:33:43,11:35:43,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,336,Success,
